#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9485105.1         -           1296 1942at5820           -            861         0 1300.5  74.1   1   7  1.6e-307  3.1e-304 1009.9  26.0     1   546     1   573     1   582 0.97 | transcript=PVW1_010022100_t1 | gene=PVW1_010022100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:769201-773091(+) | protein_length=1296 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485105.1         -           1296 1942at5820           -            861         0 1300.5  74.1   2   7     9e-11   1.8e-07   28.1   0.0   549   579   614   644   605   651 0.88 | transcript=PVW1_010022100_t1 | gene=PVW1_010022100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:769201-773091(+) | protein_length=1296 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485105.1         -           1296 1942at5820           -            861         0 1300.5  74.1   3   7   2.3e-37   4.6e-34  116.1  12.4   578   656   721   799   718   809 0.95 | transcript=PVW1_010022100_t1 | gene=PVW1_010022100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:769201-773091(+) | protein_length=1296 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485105.1         -           1296 1942at5820           -            861         0 1300.5  74.1   4   7   1.3e-17   2.6e-14   50.8   0.1   653   705   827   879   820   889 0.93 | transcript=PVW1_010022100_t1 | gene=PVW1_010022100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:769201-773091(+) | protein_length=1296 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485105.1         -           1296 1942at5820           -            861         0 1300.5  74.1   5   7   2.1e-08   4.2e-05   20.3   0.0   701   733   990  1023   984  1026 0.89 | transcript=PVW1_010022100_t1 | gene=PVW1_010022100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:769201-773091(+) | protein_length=1296 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485105.1         -           1296 1942at5820           -            861         0 1300.5  74.1   6   7   1.2e-17   2.3e-14   50.9   9.9   760   832  1142  1222  1083  1233 0.81 | transcript=PVW1_010022100_t1 | gene=PVW1_010022100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:769201-773091(+) | protein_length=1296 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485105.1         -           1296 1942at5820           -            861         0 1300.5  74.1   7   7   2.5e-13     5e-10   36.6   0.1   810   861  1243  1294  1226  1294 0.88 | transcript=PVW1_010022100_t1 | gene=PVW1_010022100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:769201-773091(+) | protein_length=1296 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477728.1         -            820 1942at5820           -            861   2.5e-31  107.1  30.9   1   4   3.1e-05     0.063    9.8   0.6    21   109    21   116     1   175 0.71 | transcript=PVW1_110023100_t1 | gene=PVW1_110023100 | organism=Plasmodium_vivax_PvW1 | gene_product=SAC domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A564ZYX4] | transcript_product=SAC domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A564ZYX4] | location=CAJZCX010000008:776213-778675(+) | protein_length=820 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477728.1         -            820 1942at5820           -            861   2.5e-31  107.1  30.9   2   4   1.7e-05     0.035   10.6   0.2   120   154   212   246   199   253 0.82 | transcript=PVW1_110023100_t1 | gene=PVW1_110023100 | organism=Plasmodium_vivax_PvW1 | gene_product=SAC domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A564ZYX4] | transcript_product=SAC domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A564ZYX4] | location=CAJZCX010000008:776213-778675(+) | protein_length=820 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477728.1         -            820 1942at5820           -            861   2.5e-31  107.1  30.9   3   4   4.4e-24   8.9e-21   72.2   5.4   163   330   289   457   280   475 0.87 | transcript=PVW1_110023100_t1 | gene=PVW1_110023100 | organism=Plasmodium_vivax_PvW1 | gene_product=SAC domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A564ZYX4] | transcript_product=SAC domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A564ZYX4] | location=CAJZCX010000008:776213-778675(+) | protein_length=820 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477728.1         -            820 1942at5820           -            861   2.5e-31  107.1  30.9   4   4   6.5e-11   1.3e-07   28.6   5.2   383   501   562   689   558   803 0.77 | transcript=PVW1_110023100_t1 | gene=PVW1_110023100 | organism=Plasmodium_vivax_PvW1 | gene_product=SAC domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A564ZYX4] | transcript_product=SAC domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A564ZYX4] | location=CAJZCX010000008:776213-778675(+) | protein_length=820 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
