#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9475483.1         -           1010 5114at5820           -            599  4.8e-238  790.2  85.8   1   5  1.3e-153    8e-151  502.1  41.8     1   262     1   295     1   303 0.88 | transcript=PVW1_130016200_t1 | gene=PVW1_130016200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:517743-520775(-) | protein_length=1010 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475483.1         -           1010 5114at5820           -            599  4.8e-238  790.2  85.8   2   5   4.4e-41   2.7e-38  130.5   3.9   264   407   384   554   377   560 0.84 | transcript=PVW1_130016200_t1 | gene=PVW1_130016200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:517743-520775(-) | protein_length=1010 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475483.1         -           1010 5114at5820           -            599  4.8e-238  790.2  85.8   3   5   9.3e-05     0.057   10.6   0.1   420   451   614   645   563   656 0.64 | transcript=PVW1_130016200_t1 | gene=PVW1_130016200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:517743-520775(-) | protein_length=1010 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475483.1         -           1010 5114at5820           -            599  4.8e-238  790.2  85.8   4   5   9.7e-22   5.9e-19   66.6  10.3   455   554   811   932   777   940 0.84 | transcript=PVW1_130016200_t1 | gene=PVW1_130016200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:517743-520775(-) | protein_length=1010 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475483.1         -           1010 5114at5820           -            599  4.8e-238  790.2  85.8   5   5   3.3e-28     2e-25   88.0   5.7   534   599   945  1010   922  1010 0.84 | transcript=PVW1_130016200_t1 | gene=PVW1_130016200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:517743-520775(-) | protein_length=1010 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478781.1         -            510 5114at5820           -            599   3.6e-44  149.9  15.7   1   3     6e-47   3.6e-44  149.9  15.7    18   127    17   125     1   132 0.91 | transcript=PVW1_080013600_t1 | gene=PVW1_080013600 | organism=Plasmodium_vivax_PvW1 | gene_product=Zinc finger (CCCH type) protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBD2] | transcript_product=Zinc finger (CCCH type) protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBD2] | location=CAJZCX010000009:425491-427023(+) | protein_length=510 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478781.1         -            510 5114at5820           -            599   3.6e-44  149.9  15.7   2   3      0.46   2.8e+02   -1.7   1.6   340   371   266   296   237   358 0.63 | transcript=PVW1_080013600_t1 | gene=PVW1_080013600 | organism=Plasmodium_vivax_PvW1 | gene_product=Zinc finger (CCCH type) protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBD2] | transcript_product=Zinc finger (CCCH type) protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBD2] | location=CAJZCX010000009:425491-427023(+) | protein_length=510 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478781.1         -            510 5114at5820           -            599   3.6e-44  149.9  15.7   3   3      0.57   3.4e+02   -1.9   2.0   533   580   437   484   414   501 0.63 | transcript=PVW1_080013600_t1 | gene=PVW1_080013600 | organism=Plasmodium_vivax_PvW1 | gene_product=Zinc finger (CCCH type) protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBD2] | transcript_product=Zinc finger (CCCH type) protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBD2] | location=CAJZCX010000009:425491-427023(+) | protein_length=510 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477676.1         -            961 5114at5820           -            599     2e-30  104.5   4.4   1   4   3.3e-33     2e-30  104.5   4.4    20   140     7   126     3   147 0.93 | transcript=PVW1_110018800_t1 | gene=PVW1_110018800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:603271-606156(-) | protein_length=961 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477676.1         -            961 5114at5820           -            599     2e-30  104.5   4.4   2   4        10   6.1e+03  -10.1  19.6   430   514   253   339   172   374 0.55 | transcript=PVW1_110018800_t1 | gene=PVW1_110018800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:603271-606156(-) | protein_length=961 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477676.1         -            961 5114at5820           -            599     2e-30  104.5   4.4   3   4       3.6   2.2e+03   -4.6   4.8   551   583   505   537   460   579 0.61 | transcript=PVW1_110018800_t1 | gene=PVW1_110018800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:603271-606156(-) | protein_length=961 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
