#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9473611.1         -           3087 518at5820            -           2167         0 3493.9 355.7   1   7  5.4e-250    7e-248  824.2  76.2     1   539     1   721     1   756 0.90 | transcript=PVW1_120053300_t1 | gene=PVW1_120053300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2006965-2016228(+) | protein_length=3087 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473611.1         -           3087 518at5820            -           2167         0 3493.9 355.7   2   7    4e-235  5.2e-233  774.9  14.5   530   903   774  1168   759  1181 0.95 | transcript=PVW1_120053300_t1 | gene=PVW1_120053300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2006965-2016228(+) | protein_length=3087 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473611.1         -           3087 518at5820            -           2167         0 3493.9 355.7   3   7  1.9e-209  2.4e-207  689.7   8.8   909  1238  1271  1609  1246  1615 0.88 | transcript=PVW1_120053300_t1 | gene=PVW1_120053300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2006965-2016228(+) | protein_length=3087 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473611.1         -           3087 518at5820            -           2167         0 3493.9 355.7   4   7  4.7e-139    6e-137  456.3   6.0  1236  1474  1669  1925  1644  1979 0.84 | transcript=PVW1_120053300_t1 | gene=PVW1_120053300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2006965-2016228(+) | protein_length=3087 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473611.1         -           3087 518at5820            -           2167         0 3493.9 355.7   5   7   2.6e-61   3.3e-59  198.5   0.2  1439  1610  2002  2196  1990  2301 0.74 | transcript=PVW1_120053300_t1 | gene=PVW1_120053300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2006965-2016228(+) | protein_length=3087 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473611.1         -           3087 518at5820            -           2167         0 3493.9 355.7   6   7  4.7e-180  6.1e-178  592.3 122.9  1600  2162  2323  2954  2276  2959 0.62 | transcript=PVW1_120053300_t1 | gene=PVW1_120053300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2006965-2016228(+) | protein_length=3087 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473611.1         -           3087 518at5820            -           2167         0 3493.9 355.7   7   7       8.4   1.1e+03   -5.5  86.0  2046  2160  2912  3028  2908  3030 0.37 | transcript=PVW1_120053300_t1 | gene=PVW1_120053300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2006965-2016228(+) | protein_length=3087 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478753.1         -            529 518at5820            -           2167   6.2e-06   21.8  18.9   1   1   5.1e-08   6.6e-06   21.7  18.9  1592  1711   396   510   289   529 0.56 | transcript=PVW1_080012200_t1 | gene=PVW1_080012200 | organism=Plasmodium_vivax_PvW1 | gene_product=Rho-GAP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBE6] | transcript_product=Rho-GAP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBE6] | location=CAJZCX010000009:348873-351173(-) | protein_length=529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475973.1         -            490 518at5820            -           2167   1.4e-05   20.6  47.2   1   2   1.1e-07   1.4e-05   20.6  47.2  1556  1795     4   240     2   271 0.41 | transcript=PVW1_130035700_t1 | gene=PVW1_130035700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1318457-1319929(-) | protein_length=490 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475973.1         -            490 518at5820            -           2167   1.4e-05   20.6  47.2   2   2      0.63        82   -1.8   8.9  1596  1678   358   439   294   447 0.67 | transcript=PVW1_130035700_t1 | gene=PVW1_130035700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1318457-1319929(-) | protein_length=490 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481813.1         -            441 518at5820            -           2167   1.8e-05   20.2  27.8   1   1   1.8e-07   2.3e-05   19.9  27.8  1629  1765   246   381   186   404 0.64 | transcript=PVW1_060027000_t1 | gene=PVW1_060027000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:895199-896524(+) | protein_length=441 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
