#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9478711.1         -           1533 1130at5820           -           1077         0 2105.8  34.7   1   2   4.5e-11   3.9e-08   30.0   0.9     1    84     1    91     1   126 0.47 | transcript=PVW1_080010500_t1 | gene=PVW1_080010500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:289744-294345(-) | protein_length=1533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478711.1         -           1533 1130at5820           -           1077         0 2105.8  34.7   2   2         0         0 2076.4  27.0    20  1066   160  1491   146  1502 0.90 | transcript=PVW1_080010500_t1 | gene=PVW1_080010500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:289744-294345(-) | protein_length=1533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484610.1         -           2329 1130at5820           -           1077   4.4e-74  248.4   0.3   1   5         7   6.1e+03   -8.8  12.4   963  1033    63   132    38   152 0.58 | transcript=PVW1_010007800_t1 | gene=PVW1_010007800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:140174-147163(+) | protein_length=2329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484610.1         -           2329 1130at5820           -           1077   4.4e-74  248.4   0.3   2   5         7   6.1e+03  -10.0  12.3    33   102   346   420   322   448 0.41 | transcript=PVW1_010007800_t1 | gene=PVW1_010007800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:140174-147163(+) | protein_length=2329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484610.1         -           2329 1130at5820           -           1077   4.4e-74  248.4   0.3   3   5      0.78   6.8e+02   -3.9   8.2    15   106   724   818   699   855 0.40 | transcript=PVW1_010007800_t1 | gene=PVW1_010007800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:140174-147163(+) | protein_length=2329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484610.1         -           2329 1130at5820           -           1077   4.4e-74  248.4   0.3   4   5      0.21   1.8e+02   -1.9   0.4   985  1029  1330  1374  1297  1402 0.75 | transcript=PVW1_010007800_t1 | gene=PVW1_010007800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:140174-147163(+) | protein_length=2329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484610.1         -           2329 1130at5820           -           1077   4.4e-74  248.4   0.3   5   5   5.1e-77   4.4e-74  248.4   0.3   484   902  1811  2217  1786  2222 0.86 | transcript=PVW1_010007800_t1 | gene=PVW1_010007800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:140174-147163(+) | protein_length=2329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476607.1         -           1093 1130at5820           -           1077   1.9e-50  170.1  24.0   1   3      0.29   2.5e+02   -2.4   2.0   200   264   114   184    62   209 0.61 | transcript=PVW1_090012600_t1 | gene=PVW1_090012600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:405555-408836(-) | protein_length=1093 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476607.1         -           1093 1130at5820           -           1077   1.9e-50  170.1  24.0   2   3   2.5e-31   2.2e-28   97.1   6.7   494   747   399   682   381   699 0.73 | transcript=PVW1_090012600_t1 | gene=PVW1_090012600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:405555-408836(-) | protein_length=1093 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476607.1         -           1093 1130at5820           -           1077   1.9e-50  170.1  24.0   3   3     3e-27   2.6e-24   83.6   0.9   789   909   938  1064   930  1082 0.87 | transcript=PVW1_090012600_t1 | gene=PVW1_090012600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:405555-408836(-) | protein_length=1093 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471809.1         -           2656 1130at5820           -           1077   1.6e-41  140.6  22.3   1   5       3.3   2.9e+03   -5.9   5.8    31   107  1406  1486  1396  1513 0.56 | transcript=PVW1_140009600_t1 | gene=PVW1_140009600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:217448-226019(-) | protein_length=2656 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
