#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9483428.1         -           5195 44at5820             -           3972         0 7357.7 637.8   1  12     3e-67   3.1e-64  214.9  16.2     1   138     1   158     1   168 0.93 | transcript=PVW1_030021000_t1 | gene=PVW1_030021000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:702452-720149(-) | protein_length=5195 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483428.1         -           5195 44at5820             -           3972         0 7357.7 637.8   2  12         0         0 1990.7 200.5   133  1169   180  1283   170  1289 0.95 | transcript=PVW1_030021000_t1 | gene=PVW1_030021000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:702452-720149(-) | protein_length=5195 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483428.1         -           5195 44at5820             -           3972         0 7357.7 637.8   3  12  6.8e-157  6.9e-154  512.5  33.5  1166  1407  1342  1583  1334  1587 0.98 | transcript=PVW1_030021000_t1 | gene=PVW1_030021000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:702452-720149(-) | protein_length=5195 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483428.1         -           5195 44at5820             -           3972         0 7357.7 637.8   4  12  5.2e-114  5.3e-111  370.1  22.5  1406  1597  1650  1854  1648  1857 0.95 | transcript=PVW1_030021000_t1 | gene=PVW1_030021000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:702452-720149(-) | protein_length=5195 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483428.1         -           5195 44at5820             -           3972         0 7357.7 637.8   5  12  8.5e-216  8.6e-213  708.0  38.2  1597  1936  1964  2307  1958  2309 0.98 | transcript=PVW1_030021000_t1 | gene=PVW1_030021000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:702452-720149(-) | protein_length=5195 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483428.1         -           5195 44at5820             -           3972         0 7357.7 637.8   6  12   3.1e-22   3.1e-19   65.6   0.7  1935  2009  2408  2517  2405  2520 0.85 | transcript=PVW1_030021000_t1 | gene=PVW1_030021000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:702452-720149(-) | protein_length=5195 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483428.1         -           5195 44at5820             -           3972         0 7357.7 637.8   7  12  1.6e-281  1.6e-278  926.1  83.0  2010  2538  2578  3175  2573  3179 0.94 | transcript=PVW1_030021000_t1 | gene=PVW1_030021000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:702452-720149(-) | protein_length=5195 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483428.1         -           5195 44at5820             -           3972         0 7357.7 637.8   8  12  1.4e-303  1.4e-300  999.3  67.3  2544  3063  3261  3799  3250  3802 0.97 | transcript=PVW1_030021000_t1 | gene=PVW1_030021000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:702452-720149(-) | protein_length=5195 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483428.1         -           5195 44at5820             -           3972         0 7357.7 637.8   9  12  2.7e-142  2.8e-139  464.0  34.7  3061  3327  3920  4190  3917  4202 0.94 | transcript=PVW1_030021000_t1 | gene=PVW1_030021000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:702452-720149(-) | protein_length=5195 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483428.1         -           5195 44at5820             -           3972         0 7357.7 637.8  10  12  1.1e-148  1.1e-145  485.3  19.9  3330  3579  4358  4609  4345  4614 0.97 | transcript=PVW1_030021000_t1 | gene=PVW1_030021000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:702452-720149(-) | protein_length=5195 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483428.1         -           5195 44at5820             -           3972         0 7357.7 637.8  11  12    4e-189  4.1e-186  619.4  35.8  3571  3927  4706  5104  4701  5111 0.93 | transcript=PVW1_030021000_t1 | gene=PVW1_030021000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:702452-720149(-) | protein_length=5195 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483428.1         -           5195 44at5820             -           3972         0 7357.7 637.8  12  12   8.1e-23   8.2e-20   67.5   0.5  3917  3972  5136  5195  5131  5195 0.88 | transcript=PVW1_030021000_t1 | gene=PVW1_030021000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:702452-720149(-) | protein_length=5195 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481429.1         -           5241 44at5820             -           3972    9e-156  518.7 231.9   1  10         6   6.1e+03  -18.3  21.8   526   678   102   256    52   331 0.66 | transcript=PVW1_060014700_t1 | gene=PVW1_060014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:430150-445875(-) | protein_length=5241 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481429.1         -           5241 44at5820             -           3972    9e-156  518.7 231.9   2  10         6   6.1e+03  -14.7  16.8  2422  2630   729   940   665   952 0.62 | transcript=PVW1_060014700_t1 | gene=PVW1_060014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:430150-445875(-) | protein_length=5241 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481429.1         -           5241 44at5820             -           3972    9e-156  518.7 231.9   3  10         6   6.1e+03  -17.3  25.1   649   844  1343  1534  1286  1540 0.71 | transcript=PVW1_060014700_t1 | gene=PVW1_060014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:430150-445875(-) | protein_length=5241 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481429.1         -           5241 44at5820             -           3972    9e-156  518.7 231.9   4  10   2.2e-16   2.2e-13   46.1  22.9   850  1089  1593  1833  1585  1843 0.86 | transcript=PVW1_060014700_t1 | gene=PVW1_060014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:430150-445875(-) | protein_length=5241 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481429.1         -           5241 44at5820             -           3972    9e-156  518.7 231.9   5  10   3.7e-66   3.8e-63  211.3  21.1  1204  1559  1993  2351  1942  2365 0.91 | transcript=PVW1_060014700_t1 | gene=PVW1_060014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:430150-445875(-) | protein_length=5241 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481429.1         -           5241 44at5820             -           3972    9e-156  518.7 231.9   6  10   9.2e-19   9.3e-16   54.0  11.4  1616  1859  2425  2666  2420  2678 0.83 | transcript=PVW1_060014700_t1 | gene=PVW1_060014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:430150-445875(-) | protein_length=5241 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481429.1         -           5241 44at5820             -           3972    9e-156  518.7 231.9   7  10   3.5e-11   3.6e-08   28.9  20.6  2063  2312  2932  3207  2901  3226 0.72 | transcript=PVW1_060014700_t1 | gene=PVW1_060014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:430150-445875(-) | protein_length=5241 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481429.1         -           5241 44at5820             -           3972    9e-156  518.7 231.9   8  10   5.1e-49   5.2e-46  154.4  63.0  2313  3048  3278  4033  3267  4069 0.81 | transcript=PVW1_060014700_t1 | gene=PVW1_060014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:430150-445875(-) | protein_length=5241 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481429.1         -           5241 44at5820             -           3972    9e-156  518.7 231.9   9  10   1.5e-10   1.5e-07   26.8   8.9  3084  3241  4225  4385  4199  4390 0.84 | transcript=PVW1_060014700_t1 | gene=PVW1_060014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:430150-445875(-) | protein_length=5241 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481429.1         -           5241 44at5820             -           3972    9e-156  518.7 231.9  10  10   3.3e-33   3.3e-30  102.0  36.1  3393  3967  4586  5234  4448  5238 0.71 | transcript=PVW1_060014700_t1 | gene=PVW1_060014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:430150-445875(-) | protein_length=5241 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484274.1         -           5023 44at5820             -           3972  4.8e-152  506.4 123.8   1   6         6   6.1e+03  -11.1   8.0  1140  1322   637   828   519   861 0.62 | transcript=PVW1_020023200_t1 | gene=PVW1_020023200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:803456-818737(+) | protein_length=5023 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
