#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9473648.1         -           2941 381at5820            -           1663         0 2285.5 403.7   1  11   1.9e-43   1.1e-39  134.4  25.7     2    89    42   130    41   154 0.84 | transcript=PVW1_120057100_t1 | gene=PVW1_120057100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2192491-2201840(-) | protein_length=2941 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473648.1         -           2941 381at5820            -           1663         0 2285.5 403.7   2  11         0         0 1073.8 119.3    74   682   251   884   240   911 0.92 | transcript=PVW1_120057100_t1 | gene=PVW1_120057100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2192491-2201840(-) | protein_length=2941 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473648.1         -           2941 381at5820            -           1663         0 2285.5 403.7   3  11   5.5e-05      0.33    6.9   5.8   701   769  1099  1190  1076  1196 0.75 | transcript=PVW1_120057100_t1 | gene=PVW1_120057100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2192491-2201840(-) | protein_length=2941 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473648.1         -           2941 381at5820            -           1663         0 2285.5 403.7   4  11   3.1e-23   1.9e-19   67.4  11.9   753   839  1220  1318  1175  1329 0.75 | transcript=PVW1_120057100_t1 | gene=PVW1_120057100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2192491-2201840(-) | protein_length=2941 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473648.1         -           2941 381at5820            -           1663         0 2285.5 403.7   5  11   1.4e-66   8.5e-63  211.1  23.0   835  1011  1365  1558  1339  1575 0.79 | transcript=PVW1_120057100_t1 | gene=PVW1_120057100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2192491-2201840(-) | protein_length=2941 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473648.1         -           2941 381at5820            -           1663         0 2285.5 403.7   6  11   1.8e-15   1.1e-11   41.6  21.3   994  1071  1865  1947  1805  1962 0.61 | transcript=PVW1_120057100_t1 | gene=PVW1_120057100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2192491-2201840(-) | protein_length=2941 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473648.1         -           2941 381at5820            -           1663         0 2285.5 403.7   7  11   3.6e-06     0.022   10.8   0.7  1031  1086  2016  2071  2007  2073 0.74 | transcript=PVW1_120057100_t1 | gene=PVW1_120057100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2192491-2201840(-) | protein_length=2941 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473648.1         -           2941 381at5820            -           1663         0 2285.5 403.7   8  11   3.1e-14   1.9e-10   37.5   8.3  1063  1130  2080  2147  2073  2163 0.83 | transcript=PVW1_120057100_t1 | gene=PVW1_120057100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2192491-2201840(-) | protein_length=2941 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473648.1         -           2941 381at5820            -           1663         0 2285.5 403.7   9  11   4.7e-18   2.9e-14   50.2  10.7  1114  1209  2188  2293  2154  2305 0.73 | transcript=PVW1_120057100_t1 | gene=PVW1_120057100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2192491-2201840(-) | protein_length=2941 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473648.1         -           2941 381at5820            -           1663         0 2285.5 403.7  10  11   7.5e-06     0.046    9.8  31.0  1184  1290  2322  2433  2308  2506 0.67 | transcript=PVW1_120057100_t1 | gene=PVW1_120057100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2192491-2201840(-) | protein_length=2941 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473648.1         -           2941 381at5820            -           1663         0 2285.5 403.7  11  11  2.3e-212  1.4e-208  694.3  73.8  1242  1663  2502  2934  2490  2934 0.92 | transcript=PVW1_120057100_t1 | gene=PVW1_120057100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2192491-2201840(-) | protein_length=2941 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/381at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/381at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/381at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:38:50 2026
# [ok]
