#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9472073.1         -           2847 366at5820            -           2063         0 2875.6  52.5   1   1         0         0 2873.5  52.5     1  2062     1  2842     1  2843 0.85 | transcript=PVW1_140028200_t1 | gene=PVW1_140028200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1006099-1015333(-) | protein_length=2847 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475894.1         -            992 366at5820            -           2063   7.1e-05   18.5  13.0   1   1   7.8e-07   0.00012   17.7  13.0   450   682   536   769   503   852 0.58 | transcript=PVW1_130032900_t1 | gene=PVW1_130032900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1226130-1229108(-) | protein_length=992 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475149.1         -            441 366at5820            -           2063     0.015   10.7  22.3   1   1   0.00011     0.018   10.5  22.3   409   669    55   329    28   392 0.43 | transcript=PVW1_100054700_t1 | gene=PVW1_100054700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2232588-2234127(+) | protein_length=441 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477753.1         -            282 366at5820            -           2063     0.018   10.5   1.7   1   1   0.00015     0.023   10.2   1.7   658   761    35   151    25   161 0.71 | transcript=PVW1_110025000_t1 | gene=PVW1_110025000 | organism=Plasmodium_vivax_PvW1 | gene_product=CPW-WPC family protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZP7] | transcript_product=CPW-WPC family protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZP7] | location=CAJZCX010000008:852761-855014(+) | protein_length=282 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477034.1         -            404 366at5820            -           2063     0.033    9.6  10.1   1   1   0.00023     0.036    9.5  10.1   511   619   273   384    89   400 0.39 | transcript=PVW1_090037900_t1 | gene=PVW1_090037900 | organism=Plasmodium_vivax_PvW1 | gene_product=Pre-mRNA-splicing factor 38 [Source:UniProtKB/TrEMBL;Acc:A0A1G4HD14] | transcript_product=Pre-mRNA-splicing factor 38 [Source:UniProtKB/TrEMBL;Acc:A0A1G4HD14] | location=CAJZCX010000007:1438464-1439844(-) | protein_length=404 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484047.1         -            292 366at5820            -           2063     0.063    8.7   4.2   1   1    0.0004     0.062    8.7   4.2   457   650    67   134    37   232 0.54 | transcript=PVW1_020015900_t1 | gene=PVW1_020015900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:491857-492735(-) | protein_length=292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476524.1         -            398 366at5820            -           2063     0.094    8.1  50.6   1   1   0.00074      0.12    7.8  50.6   456   703   112   360    51   389 0.37 | transcript=PVW1_090008900_t1 | gene=PVW1_090008900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:259190-260566(+) | protein_length=398 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483268.1         -            843 366at5820            -           2063     0.096    8.1  11.1   1   1   0.00076      0.12    7.8  11.1   451   607    62   293    37   545 0.48 | transcript=PVW1_030015100_t1 | gene=PVW1_030015100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:493733-497670(-) | protein_length=843 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482782.1         -            370 366at5820            -           2063       0.1    8.0  34.8   1   1    0.0007      0.11    7.9  34.8   469   686    90   323    17   369 0.36 | transcript=PVW1_040027900_t1 | gene=PVW1_040027900 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein MAK16 homolog [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8D6] | transcript_product=Protein MAK16 homolog [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8D6] | location=CAJZCX010000013:960789-962143(+) | protein_length=370 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475698.1         -           1682 366at5820            -           2063      0.16    7.3  28.5   1   1    0.0023      0.35    6.2  28.5   501   667   526   768   476   872 0.38 | transcript=PVW1_130024400_t1 | gene=PVW1_130024400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:894952-900195(-) | protein_length=1682 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471865.1         -            424 366at5820            -           2063      0.19    7.1  26.0   1   1    0.0014      0.22    6.9  26.0   479   673    90   273    60   381 0.43 | transcript=PVW1_140014900_t1 | gene=PVW1_140014900 | organism=Plasmodium_vivax_PvW1 | gene_product=FHA domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJM5] | transcript_product=FHA domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJM5] | location=CAJZCX010000003:459865-461594(-) | protein_length=424 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
