#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9475957.1         -           1197 1692at5820           -            932         0 1505.4  87.7   1   6   1.9e-14   3.8e-11   40.3   0.0     1    47    14    64    14    74 0.91 | transcript=PVW1_130035200_t1 | gene=PVW1_130035200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1297129-1300722(+) | protein_length=1197 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475957.1         -           1197 1692at5820           -            932         0 1505.4  87.7   2   6   3.1e-34   6.2e-31  105.8   5.6    44   116    83   158    79   164 0.93 | transcript=PVW1_130035200_t1 | gene=PVW1_130035200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1297129-1300722(+) | protein_length=1197 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475957.1         -           1197 1692at5820           -            932         0 1505.4  87.7   3   6   2.7e-68   5.6e-65  218.5  17.8   117   316   186   422   182   434 0.87 | transcript=PVW1_130035200_t1 | gene=PVW1_130035200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1297129-1300722(+) | protein_length=1197 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475957.1         -           1197 1692at5820           -            932         0 1505.4  87.7   4   6  2.2e-107  4.4e-104  347.9  10.5   312   519   446   659   433   664 0.96 | transcript=PVW1_130035200_t1 | gene=PVW1_130035200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1297129-1300722(+) | protein_length=1197 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475957.1         -           1197 1692at5820           -            932         0 1505.4  87.7   5   6   7.8e-79   1.6e-75  253.4   9.6   517   651   735   870   731   877 0.96 | transcript=PVW1_130035200_t1 | gene=PVW1_130035200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1297129-1300722(+) | protein_length=1197 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475957.1         -           1197 1692at5820           -            932         0 1505.4  87.7   6   6  1.1e-172  2.1e-169  564.1   9.3   645   932   899  1197   896  1197 0.96 | transcript=PVW1_130035200_t1 | gene=PVW1_130035200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1297129-1300722(+) | protein_length=1197 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475644.1         -            559 1692at5820           -            932   6.8e-05   19.6   7.7   1   4     0.041        83   -0.5   0.0     4    29    10    35     8    45 0.89 | transcript=PVW1_130022100_t1 | gene=PVW1_130022100 | organism=Plasmodium_vivax_PvW1 | gene_product=STI1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H398] | transcript_product=STI1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H398] | location=CAJZCX010000006:783884-785563(-) | protein_length=559 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475644.1         -            559 1692at5820           -            932   6.8e-05   19.6   7.7   2   4     0.092   1.9e+02   -1.7   0.1    87   109    50    72    39   185 0.50 | transcript=PVW1_130022100_t1 | gene=PVW1_130022100 | organism=Plasmodium_vivax_PvW1 | gene_product=STI1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H398] | transcript_product=STI1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H398] | location=CAJZCX010000006:783884-785563(-) | protein_length=559 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475644.1         -            559 1692at5820           -            932   6.8e-05   19.6   7.7   3   4   3.4e-08   6.8e-05   19.6   7.7     2   116   239   343   238   371 0.74 | transcript=PVW1_130022100_t1 | gene=PVW1_130022100 | organism=Plasmodium_vivax_PvW1 | gene_product=STI1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H398] | transcript_product=STI1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H398] | location=CAJZCX010000006:783884-785563(-) | protein_length=559 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475644.1         -            559 1692at5820           -            932   6.8e-05   19.6   7.7   4   4   0.00071       1.4    5.3   0.4     2    35   374   407   373   414 0.87 | transcript=PVW1_130022100_t1 | gene=PVW1_130022100 | organism=Plasmodium_vivax_PvW1 | gene_product=STI1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H398] | transcript_product=STI1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H398] | location=CAJZCX010000006:783884-785563(-) | protein_length=559 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482502.1         -            463 1692at5820           -            932      0.78    6.2   5.3   1   2     0.019        38    0.6   1.5    57   109    49   103    12   110 0.83 | transcript=PVW1_040017600_t1 | gene=PVW1_040017600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:560187-562155(+) | protein_length=463 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
