#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9471956.1         -           2525 644at5820            -           1421         0 2370.4 248.3   1   9  5.7e-135  3.4e-131  437.5  31.4     2   253   100   357    99   364 0.98 | transcript=PVW1_140021400_t1 | gene=PVW1_140021400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:737199-744776(+) | protein_length=2525 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471956.1         -           2525 644at5820            -           1421         0 2370.4 248.3   2   9   1.5e-18   8.8e-15   51.7   1.2   250   303   484   544   460   552 0.83 | transcript=PVW1_140021400_t1 | gene=PVW1_140021400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:737199-744776(+) | protein_length=2525 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471956.1         -           2525 644at5820            -           1421         0 2370.4 248.3   3   9   1.3e-55   7.8e-52  174.5  14.8   307   403   600   696   593   703 0.96 | transcript=PVW1_140021400_t1 | gene=PVW1_140021400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:737199-744776(+) | protein_length=2525 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471956.1         -           2525 644at5820            -           1421         0 2370.4 248.3   4   9   4.3e-87   2.6e-83  278.8  31.4   400   567   741   908   737   914 0.97 | transcript=PVW1_140021400_t1 | gene=PVW1_140021400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:737199-744776(+) | protein_length=2525 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471956.1         -           2525 644at5820            -           1421         0 2370.4 248.3   5   9   8.2e-50     5e-46  155.3  14.1   562   651   965  1055   946  1061 0.94 | transcript=PVW1_140021400_t1 | gene=PVW1_140021400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:737199-744776(+) | protein_length=2525 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471956.1         -           2525 644at5820            -           1421         0 2370.4 248.3   6   9   3.1e-32   1.9e-28   97.0   9.7   649   735  1165  1266  1157  1271 0.90 | transcript=PVW1_140021400_t1 | gene=PVW1_140021400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:737199-744776(+) | protein_length=2525 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471956.1         -           2525 644at5820            -           1421         0 2370.4 248.3   7   9  1.1e-204  6.5e-201  668.5  59.6   720  1080  1313  1675  1297  1682 0.94 | transcript=PVW1_140021400_t1 | gene=PVW1_140021400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:737199-744776(+) | protein_length=2525 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471956.1         -           2525 644at5820            -           1421         0 2370.4 248.3   8   9   3.9e-64   2.4e-60  202.7   4.8  1077  1198  1879  2018  1870  2024 0.92 | transcript=PVW1_140021400_t1 | gene=PVW1_140021400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:737199-744776(+) | protein_length=2525 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471956.1         -           2525 644at5820            -           1421         0 2370.4 248.3   9   9    2e-109  1.2e-105  352.8  18.2  1214  1421  2294  2515  2288  2515 0.96 | transcript=PVW1_140021400_t1 | gene=PVW1_140021400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:737199-744776(+) | protein_length=2525 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/644at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/644at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/644at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:46:32 2026
# [ok]
