#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9483966.1         -            772 5049at5820           -            494  1.8e-225  747.6  18.0   1   6   5.8e-37   2.3e-34  117.3   0.6     1    59     1    59     1    65 0.95 | transcript=PVW1_020012500_t1 | gene=PVW1_020012500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:376174-378492(+) | protein_length=772 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483966.1         -            772 5049at5820           -            494  1.8e-225  747.6  18.0   2   6   2.6e-51   1.1e-48  164.6   1.2    60   164   121   231   117   233 0.96 | transcript=PVW1_020012500_t1 | gene=PVW1_020012500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:376174-378492(+) | protein_length=772 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483966.1         -            772 5049at5820           -            494  1.8e-225  747.6  18.0   3   6   0.00016     0.063   10.3   0.0   162   184   292   314   285   318 0.89 | transcript=PVW1_020012500_t1 | gene=PVW1_020012500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:376174-378492(+) | protein_length=772 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483966.1         -            772 5049at5820           -            494  1.8e-225  747.6  18.0   4   6   1.8e-75   7.3e-73  244.3   0.4   179   322   350   495   344   499 0.96 | transcript=PVW1_020012500_t1 | gene=PVW1_020012500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:376174-378492(+) | protein_length=772 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483966.1         -            772 5049at5820           -            494  1.8e-225  747.6  18.0   5   6         3   1.2e+03   -3.8   0.0   320   332   519   531   517   532 0.89 | transcript=PVW1_020012500_t1 | gene=PVW1_020012500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:376174-378492(+) | protein_length=772 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483966.1         -            772 5049at5820           -            494  1.8e-225  747.6  18.0   6   6   5.9e-68   2.4e-65  219.5   0.1   333   494   568   750   564   750 0.94 | transcript=PVW1_020012500_t1 | gene=PVW1_020012500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:376174-378492(+) | protein_length=772 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473400.1         -            456 5049at5820           -            494   1.2e-26   91.9   0.8   1   1   4.5e-29   1.8e-26   91.2   0.8     4   284    73   372    71   380 0.77 | transcript=PVW1_120038400_t1 | gene=PVW1_120038400 | organism=Plasmodium_vivax_PvW1 | gene_product=Elongation factor Tu [Source:UniProtKB/TrEMBL;Acc:A0A1G4H193] | transcript_product=Elongation factor Tu [Source:UniProtKB/TrEMBL;Acc:A0A1G4H193] | location=CAJZCX010000004:1393019-1394389(+) | protein_length=456 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471672.1         -            409 5049at5820           -            494   2.2e-26   91.0  25.6   1   2     5e-27     2e-24   84.5  22.7     3   283    12   319    10   325 0.76 | transcript=PVW1_000030400_t1 | gene=PVW1_000030400 | organism=Plasmodium_vivax_PvW1 | gene_product=Tr-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:H7CDI8] | transcript_product=Tr-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:H7CDI8] | location=CAJZCX010000001:766-1995(-) | protein_length=409 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471672.1         -            409 5049at5820           -            494   2.2e-26   91.0  25.6   2   2     0.086        35    1.3   0.0   218   253   343   378   338   390 0.86 | transcript=PVW1_000030400_t1 | gene=PVW1_000030400 | organism=Plasmodium_vivax_PvW1 | gene_product=Tr-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:H7CDI8] | transcript_product=Tr-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:H7CDI8] | location=CAJZCX010000001:766-1995(-) | protein_length=409 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476207.1         -            465 5049at5820           -            494     7e-18   62.9   2.3   1   2     1e-06   0.00042   17.5   0.0     3    56    35    84    33    95 0.86 | transcript=PVW1_130044700_t1 | gene=PVW1_130044700 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein-synthesizing GTPase [Source:UniProtKB/TrEMBL;Acc:A0A1G4H3R3] | transcript_product=Protein-synthesizing GTPase [Source:UniProtKB/TrEMBL;Acc:A0A1G4H3R3] | location=CAJZCX010000006:1736926-1738323(-) | protein_length=465 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476207.1         -            465 5049at5820           -            494     7e-18   62.9   2.3   2   2   4.6e-15   1.9e-12   45.0   0.6    64   199   122   261   113   304 0.80 | transcript=PVW1_130044700_t1 | gene=PVW1_130044700 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein-synthesizing GTPase [Source:UniProtKB/TrEMBL;Acc:A0A1G4H3R3] | transcript_product=Protein-synthesizing GTPase [Source:UniProtKB/TrEMBL;Acc:A0A1G4H3R3] | location=CAJZCX010000006:1736926-1738323(-) | protein_length=465 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
