#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9484999.1         -           2090 848at5820            -           1220         0 1575.9  82.9   1  12  5.3e-119  3.2e-115  384.6  14.6     1   238    84   326    84   331 0.97 | transcript=PVW1_010018200_t1 | gene=PVW1_010018200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:588031-594554(-) | protein_length=2090 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484999.1         -           2090 848at5820            -           1220         0 1575.9  82.9   2  12   3.4e-54   2.1e-50  169.9   2.7   240   357   394   518   391   526 0.91 | transcript=PVW1_010018200_t1 | gene=PVW1_010018200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:588031-594554(-) | protein_length=2090 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484999.1         -           2090 848at5820            -           1220         0 1575.9  82.9   3  12   3.1e-11   1.9e-07   27.6   0.0   352   392   538   583   532   588 0.92 | transcript=PVW1_010018200_t1 | gene=PVW1_010018200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:588031-594554(-) | protein_length=2090 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484999.1         -           2090 848at5820            -           1220         0 1575.9  82.9   4  12    0.0015       8.9    2.2   0.0   394   414   690   710   685   714 0.90 | transcript=PVW1_010018200_t1 | gene=PVW1_010018200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:588031-594554(-) | protein_length=2090 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484999.1         -           2090 848at5820            -           1220         0 1575.9  82.9   5  12   0.00064       3.9    3.4   0.0   414   435   775   796   770   801 0.85 | transcript=PVW1_010018200_t1 | gene=PVW1_010018200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:588031-594554(-) | protein_length=2090 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484999.1         -           2090 848at5820            -           1220         0 1575.9  82.9   6  12   1.1e-15   6.6e-12   42.4   0.3   426   477   825   876   818   894 0.90 | transcript=PVW1_010018200_t1 | gene=PVW1_010018200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:588031-594554(-) | protein_length=2090 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484999.1         -           2090 848at5820            -           1220         0 1575.9  82.9   7  12   6.1e-10   3.7e-06   23.4   9.8   473   541   959  1053   955  1059 0.70 | transcript=PVW1_010018200_t1 | gene=PVW1_010018200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:588031-594554(-) | protein_length=2090 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484999.1         -           2090 848at5820            -           1220         0 1575.9  82.9   8  12   3.4e-25     2e-21   73.9   0.1   539   607  1085  1156  1081  1171 0.87 | transcript=PVW1_010018200_t1 | gene=PVW1_010018200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:588031-594554(-) | protein_length=2090 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484999.1         -           2090 848at5820            -           1220         0 1575.9  82.9   9  12   1.4e-26   8.4e-23   78.5   0.0   628   709  1252  1335  1216  1340 0.81 | transcript=PVW1_010018200_t1 | gene=PVW1_010018200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:588031-594554(-) | protein_length=2090 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484999.1         -           2090 848at5820            -           1220         0 1575.9  82.9  10  12   1.3e-17   7.8e-14   48.8   0.4   709   764  1389  1452  1381  1471 0.82 | transcript=PVW1_010018200_t1 | gene=PVW1_010018200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:588031-594554(-) | protein_length=2090 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484999.1         -           2090 848at5820            -           1220         0 1575.9  82.9  11  12  7.9e-115  4.8e-111  370.8   2.7   767  1007  1555  1812  1547  1816 0.91 | transcript=PVW1_010018200_t1 | gene=PVW1_010018200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:588031-594554(-) | protein_length=2090 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
