#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9482429.1         -           1595 1547at5820           -           1023         0 1686.7  60.4   1   5   6.6e-66   3.1e-63  212.3   9.0     1   197   111   367   111   377 0.79 | transcript=PVW1_040015100_t1 | gene=PVW1_040015100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:455532-460319(-) | protein_length=1595 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482429.1         -           1595 1547at5820           -           1023         0 1686.7  60.4   2   5   6.8e-63   3.2e-60  202.3   4.5   216   350   491   625   470   629 0.93 | transcript=PVW1_040015100_t1 | gene=PVW1_040015100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:455532-460319(-) | protein_length=1595 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482429.1         -           1595 1547at5820           -           1023         0 1686.7  60.4   3   5  4.5e-254  2.1e-251  835.2  16.9   348   749   656  1078   643  1082 0.98 | transcript=PVW1_040015100_t1 | gene=PVW1_040015100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:455532-460319(-) | protein_length=1595 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482429.1         -           1595 1547at5820           -           1023         0 1686.7  60.4   4   5  6.7e-109  3.1e-106  354.6   0.2   746   926  1109  1290  1094  1295 0.96 | transcript=PVW1_040015100_t1 | gene=PVW1_040015100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:455532-460319(-) | protein_length=1595 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482429.1         -           1595 1547at5820           -           1023         0 1686.7  60.4   5   5   1.7e-30     8e-28   95.1   1.4   925  1020  1396  1497  1391  1500 0.85 | transcript=PVW1_040015100_t1 | gene=PVW1_040015100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:455532-460319(-) | protein_length=1595 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476543.1         -           1396 1547at5820           -           1023  4.6e-152  506.3  36.6   1   2  9.9e-155  4.6e-152  506.3  36.6   349   857   280   790   237   958 0.82 | transcript=PVW1_090010100_t1 | gene=PVW1_090010100 | organism=Plasmodium_vivax_PvW1 | gene_product=Chromatin remodeling protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GX54] | transcript_product=Chromatin remodeling protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GX54] | location=CAJZCX010000007:307986-312941(-) | protein_length=1396 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476543.1         -           1396 1547at5820           -           1023  4.6e-152  506.3  36.6   2   2       6.4     3e+03   -6.2   5.2    58   160   909  1013   897  1019 0.51 | transcript=PVW1_090010100_t1 | gene=PVW1_090010100 | organism=Plasmodium_vivax_PvW1 | gene_product=Chromatin remodeling protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GX54] | transcript_product=Chromatin remodeling protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GX54] | location=CAJZCX010000007:307986-312941(-) | protein_length=1396 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481457.1         -           3266 1547at5820           -           1023  2.7e-121  404.5  25.8   1   1  5.7e-124  2.7e-121  404.5  25.8   245   844  1242  1861  1218  1865 0.78 | transcript=PVW1_060015500_t1 | gene=PVW1_060015500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:463219-473019(-) | protein_length=3266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479780.1         -           1760 1547at5820           -           1023  4.2e-114  380.7  26.3   1   3       2.6   1.2e+03   -4.9  15.7   208   323    38   154    11   205 0.61 | transcript=PVW1_050019300_t1 | gene=PVW1_050019300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:628388-634139(+) | protein_length=1760 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479780.1         -           1760 1547at5820           -           1023  4.2e-114  380.7  26.3   2   3   6.9e-80   3.2e-77  258.6  14.5   375   672   509   807   481   812 0.89 | transcript=PVW1_050019300_t1 | gene=PVW1_050019300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:628388-634139(+) | protein_length=1760 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479780.1         -           1760 1547at5820           -           1023  4.2e-114  380.7  26.3   3   3   1.9e-43     9e-41  137.9   3.9   673   841  1353  1520  1317  1524 0.92 | transcript=PVW1_050019300_t1 | gene=PVW1_050019300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:628388-634139(+) | protein_length=1760 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477856.1         -           2948 1547at5820           -           1023   9.5e-76  253.7   6.4   1   6   4.2e-48   1.9e-45  153.4   0.1   367   567   337   543   300   550 0.87 | transcript=PVW1_110030500_t1 | gene=PVW1_110030500 | organism=Plasmodium_vivax_PvW1 | gene_product=SNF2 helicase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFD4] | transcript_product=SNF2 helicase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFD4] | location=CAJZCX010000008:1109625-1118471(-) | protein_length=2948 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477856.1         -           2948 1547at5820           -           1023   9.5e-76  253.7   6.4   2   6     0.029        13    1.6   0.5   590   666   612   684   595   755 0.84 | transcript=PVW1_110030500_t1 | gene=PVW1_110030500 | organism=Plasmodium_vivax_PvW1 | gene_product=SNF2 helicase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFD4] | transcript_product=SNF2 helicase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFD4] | location=CAJZCX010000008:1109625-1118471(-) | protein_length=2948 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477856.1         -           2948 1547at5820           -           1023   9.5e-76  253.7   6.4   3   6      0.78   3.6e+02   -3.1   1.6    42    91  1079  1128  1059  1154 0.71 | transcript=PVW1_110030500_t1 | gene=PVW1_110030500 | organism=Plasmodium_vivax_PvW1 | gene_product=SNF2 helicase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFD4] | transcript_product=SNF2 helicase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFD4] | location=CAJZCX010000008:1109625-1118471(-) | protein_length=2948 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477856.1         -           2948 1547at5820           -           1023   9.5e-76  253.7   6.4   4   6   1.1e-35   5.1e-33  112.3   3.1   701   885  1220  1409  1214  1433 0.86 | transcript=PVW1_110030500_t1 | gene=PVW1_110030500 | organism=Plasmodium_vivax_PvW1 | gene_product=SNF2 helicase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFD4] | transcript_product=SNF2 helicase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFD4] | location=CAJZCX010000008:1109625-1118471(-) | protein_length=2948 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477856.1         -           2948 1547at5820           -           1023   9.5e-76  253.7   6.4   5   6       2.7   1.2e+03   -4.9   9.4    55   146  1737  1829  1710  1860 0.61 | transcript=PVW1_110030500_t1 | gene=PVW1_110030500 | organism=Plasmodium_vivax_PvW1 | gene_product=SNF2 helicase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFD4] | transcript_product=SNF2 helicase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFD4] | location=CAJZCX010000008:1109625-1118471(-) | protein_length=2948 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477856.1         -           2948 1547at5820           -           1023   9.5e-76  253.7   6.4   6   6      0.61   2.8e+02   -2.8   1.9    56    90  2352  2386  2322  2415 0.72 | transcript=PVW1_110030500_t1 | gene=PVW1_110030500 | organism=Plasmodium_vivax_PvW1 | gene_product=SNF2 helicase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFD4] | transcript_product=SNF2 helicase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFD4] | location=CAJZCX010000008:1109625-1118471(-) | protein_length=2948 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
