#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9477650.1         -           1952 579at5820            -           1498         0 2529.8  82.2   1   2         0         0 1292.7  30.6    10   809    60  1099     4  1129 0.84 | transcript=PVW1_110017500_t1 | gene=PVW1_110017500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:521340-527198(-) | protein_length=1952 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477650.1         -           1952 579at5820            -           1498         0 2529.8  82.2   2   2         0         0 1240.4  44.1   756  1498  1141  1952  1121  1952 0.88 | transcript=PVW1_110017500_t1 | gene=PVW1_110017500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:521340-527198(-) | protein_length=1952 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484859.1         -           2300 579at5820            -           1498   1.6e-66  223.3  39.6   1   4   1.6e-22   1.7e-19   67.5   1.8   422   529   926  1032   920  1050 0.88 | transcript=PVW1_010014400_t1 | gene=PVW1_010014400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:454895-462827(-) | protein_length=2300 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484859.1         -           2300 579at5820            -           1498   1.6e-66  223.3  39.6   2   4       4.8   4.9e+03   -7.0   4.3    30   906  1689  1727  1659  1791 0.44 | transcript=PVW1_010014400_t1 | gene=PVW1_010014400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:454895-462827(-) | protein_length=2300 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484859.1         -           2300 579at5820            -           1498   1.6e-66  223.3  39.6   3   4   2.7e-19   2.7e-16   56.9   3.3  1023  1139  1890  2002  1865  2011 0.86 | transcript=PVW1_010014400_t1 | gene=PVW1_010014400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:454895-462827(-) | protein_length=2300 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484859.1         -           2300 579at5820            -           1498   1.6e-66  223.3  39.6   4   4   1.7e-33   1.8e-30  103.9   7.0  1179  1496  2007  2295  1997  2297 0.65 | transcript=PVW1_010014400_t1 | gene=PVW1_010014400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:454895-462827(-) | protein_length=2300 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479965.1         -            298 579at5820            -           1498      0.41    6.6  39.2   1   1   0.00043      0.43    6.5  39.2    12   867   174   290    60   298 0.42 | transcript=PVW1_050034200_t1 | gene=PVW1_050034200 | organism=Plasmodium_vivax_PvW1 | gene_product=RanBD1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTT4] | transcript_product=RanBD1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTT4] | location=CAJZCX010000010:1227612-1228881(+) | protein_length=298 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476018.1         -            228 579at5820            -           1498      0.43    6.5  19.4   1   1    0.0005      0.51    6.2  19.4    32   157    48   179    10   194 0.54 | transcript=PVW1_130037600_t1 | gene=PVW1_130037600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1392291-1393842(-) | protein_length=228 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479751.1         -            130 579at5820            -           1498       1.2    5.0  12.8   1   1    0.0013       1.3    4.9  12.8    20   114    14   105     2   116 0.52 | transcript=PVW1_050017900_t1 | gene=PVW1_050017900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:567166-568149(-) | protein_length=130 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481813.1         -            441 579at5820            -           1498       1.6    4.6  19.6   1   1    0.0022       2.2    4.1  19.6   769   917   254   410   225   422 0.58 | transcript=PVW1_060027000_t1 | gene=PVW1_060027000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:895199-896524(+) | protein_length=441 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/579at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/579at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/579at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:43:23 2026
# [ok]
