#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9471809.1         -           2656 327at5820            -           1976         0 3212.7 251.4   1   9   2.5e-93   2.2e-90  302.2  31.2     1   229    13   264    13   269 0.92 | transcript=PVW1_140009600_t1 | gene=PVW1_140009600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:217448-226019(-) | protein_length=2656 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471809.1         -           2656 327at5820            -           1976         0 3212.7 251.4   2   9  2.2e-208  1.9e-205  683.8  70.3   219   687   294   827   290   833 0.90 | transcript=PVW1_140009600_t1 | gene=PVW1_140009600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:217448-226019(-) | protein_length=2656 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471809.1         -           2656 327at5820            -           1976         0 3212.7 251.4   3   9   4.6e-06     0.004   12.8   0.2   682   706   860   884   846   888 0.86 | transcript=PVW1_140009600_t1 | gene=PVW1_140009600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:217448-226019(-) | protein_length=2656 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471809.1         -           2656 327at5820            -           1976         0 3212.7 251.4   4   9  2.5e-162  2.1e-159  531.0  32.3   706  1046   936  1302   932  1314 0.94 | transcript=PVW1_140009600_t1 | gene=PVW1_140009600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:217448-226019(-) | protein_length=2656 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471809.1         -           2656 327at5820            -           1976         0 3212.7 251.4   5   9  1.9e-156  1.7e-153  511.5  21.7  1042  1321  1426  1706  1421  1719 0.98 | transcript=PVW1_140009600_t1 | gene=PVW1_140009600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:217448-226019(-) | protein_length=2656 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471809.1         -           2656 327at5820            -           1976         0 3212.7 251.4   6   9   9.5e-56   8.2e-53  177.6   1.8  1316  1421  1733  1854  1729  1858 0.91 | transcript=PVW1_140009600_t1 | gene=PVW1_140009600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:217448-226019(-) | protein_length=2656 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471809.1         -           2656 327at5820            -           1976         0 3212.7 251.4   7   9  8.3e-262  7.2e-259  860.9  27.7  1421  1841  1939  2370  1932  2386 0.97 | transcript=PVW1_140009600_t1 | gene=PVW1_140009600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:217448-226019(-) | protein_length=2656 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471809.1         -           2656 327at5820            -           1976         0 3212.7 251.4   8   9   1.1e-51     1e-48  164.1   9.0  1840  1966  2415  2549  2408  2561 0.85 | transcript=PVW1_140009600_t1 | gene=PVW1_140009600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:217448-226019(-) | protein_length=2656 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471809.1         -           2656 327at5820            -           1976         0 3212.7 251.4   9   9      0.16   1.4e+02   -2.2   0.1  1939  1971  2577  2609  2568  2613 0.79 | transcript=PVW1_140009600_t1 | gene=PVW1_140009600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:217448-226019(-) | protein_length=2656 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478824.1         -           1751 327at5820            -           1976   1.5e-51  173.5  52.3   1   6      0.13   1.1e+02   -1.9   1.1  1102  1204    92   193    48   208 0.75 | transcript=PVW1_080015600_t1 | gene=PVW1_080015600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:507386-512641(-) | protein_length=1751 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478824.1         -           1751 327at5820            -           1976   1.5e-51  173.5  52.3   2   6    0.0034       2.9    3.3   2.1   359  1313   312   398   291   406 0.56 | transcript=PVW1_080015600_t1 | gene=PVW1_080015600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:507386-512641(-) | protein_length=1751 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478824.1         -           1751 327at5820            -           1976   1.5e-51  173.5  52.3   3   6   1.6e-11   1.3e-08   31.0   0.1  1331  1376   619   663   607   671 0.87 | transcript=PVW1_080015600_t1 | gene=PVW1_080015600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:507386-512641(-) | protein_length=1751 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478824.1         -           1751 327at5820            -           1976   1.5e-51  173.5  52.3   4   6   3.2e-07   0.00027   16.7   0.3  1390  1435   907   951   894   982 0.71 | transcript=PVW1_080015600_t1 | gene=PVW1_080015600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:507386-512641(-) | protein_length=1751 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478824.1         -           1751 327at5820            -           1976   1.5e-51  173.5  52.3   5   6   3.4e-35     3e-32  109.4   1.7  1588  1710   982  1110   975  1122 0.88 | transcript=PVW1_080015600_t1 | gene=PVW1_080015600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:507386-512641(-) | protein_length=1751 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478824.1         -           1751 327at5820            -           1976   1.5e-51  173.5  52.3   6   6   1.7e-12   1.5e-09   34.2  14.9  1746  1954  1209  1445  1194  1463 0.57 | transcript=PVW1_080015600_t1 | gene=PVW1_080015600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:507386-512641(-) | protein_length=1751 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478711.1         -           1533 327at5820            -           1976     3e-50  169.1   3.5   1   3   8.2e-12   7.1e-09   31.9   0.1  1332  1416   812   883   799   897 0.85 | transcript=PVW1_080010500_t1 | gene=PVW1_080010500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:289744-294345(-) | protein_length=1533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478711.1         -           1533 327at5820            -           1976     3e-50  169.1   3.5   2   3   1.5e-36   1.3e-33  114.0   0.1  1548  1836   898  1191   893  1193 0.83 | transcript=PVW1_080010500_t1 | gene=PVW1_080010500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:289744-294345(-) | protein_length=1533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478711.1         -           1533 327at5820            -           1976     3e-50  169.1   3.5   3   3   1.2e-08     1e-05   21.4   0.0  1865  1899  1194  1228  1190  1256 0.87 | transcript=PVW1_080010500_t1 | gene=PVW1_080010500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:289744-294345(-) | protein_length=1533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484610.1         -           2329 327at5820            -           1976   7.5e-34  114.8   9.5   1   6         7   6.1e+03  -11.7   9.8  1904  1971    77   141    54   145 0.67 | transcript=PVW1_010007800_t1 | gene=PVW1_010007800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:140174-147163(+) | protein_length=2329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484610.1         -           2329 327at5820            -           1976   7.5e-34  114.8   9.5   2   6         7   6.1e+03   -9.4   7.0   358   425   986  1056   901  1064 0.60 | transcript=PVW1_010007800_t1 | gene=PVW1_010007800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:140174-147163(+) | protein_length=2329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484610.1         -           2329 327at5820            -           1976   7.5e-34  114.8   9.5   3   6       0.6   5.2e+02   -4.1   3.4    56   133  1295  1376  1284  1439 0.65 | transcript=PVW1_010007800_t1 | gene=PVW1_010007800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:140174-147163(+) | protein_length=2329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484610.1         -           2329 327at5820            -           1976   7.5e-34  114.8   9.5   4   6   9.5e-05     0.082    8.5   0.0  1335  1403  1822  1878  1789  1890 0.69 | transcript=PVW1_010007800_t1 | gene=PVW1_010007800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:140174-147163(+) | protein_length=2329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
