#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9475043.1         -           1569 1444at5820           -           1093         0 1883.8  58.3   1   6   2.1e-47   1.4e-44  150.8   0.3     1   107    32   141    32   145 0.95 | transcript=PVW1_100049900_t1 | gene=PVW1_100049900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2040043-2044752(-) | protein_length=1569 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475043.1         -           1569 1444at5820           -           1093         0 1883.8  58.3   2   6    2e-198  1.4e-195  650.9  12.1   101   427   243   570   233   580 0.98 | transcript=PVW1_100049900_t1 | gene=PVW1_100049900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2040043-2044752(-) | protein_length=1569 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475043.1         -           1569 1444at5820           -           1093         0 1883.8  58.3   3   6  3.6e-182  2.4e-179  597.1  13.9   429   766   607   952   594   955 0.96 | transcript=PVW1_100049900_t1 | gene=PVW1_100049900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2040043-2044752(-) | protein_length=1569 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475043.1         -           1569 1444at5820           -           1093         0 1883.8  58.3   4   6   2.5e-15   1.7e-12   44.6   0.1   757   814   978  1042   971  1059 0.78 | transcript=PVW1_100049900_t1 | gene=PVW1_100049900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2040043-2044752(-) | protein_length=1569 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475043.1         -           1569 1444at5820           -           1093         0 1883.8  58.3   5   6   1.4e-76   9.5e-74  247.4   2.1   819   966  1179  1331  1135  1334 0.95 | transcript=PVW1_100049900_t1 | gene=PVW1_100049900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2040043-2044752(-) | protein_length=1569 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475043.1         -           1569 1444at5820           -           1093         0 1883.8  58.3   6   6     2e-66   1.4e-63  213.8   0.2   962  1087  1364  1489  1359  1493 0.98 | transcript=PVW1_100049900_t1 | gene=PVW1_100049900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2040043-2044752(-) | protein_length=1569 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475877.1         -            708 1444at5820           -           1093   8.1e-14   49.0   0.3   1   2   1.2e-09   7.8e-07   25.8   0.0   853   938   387   475   364   485 0.90 | transcript=PVW1_130032400_t1 | gene=PVW1_130032400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1210572-1212698(-) | protein_length=708 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475877.1         -            708 1444at5820           -           1093   8.1e-14   49.0   0.3   2   2     4e-08   2.7e-05   20.7   0.1   852   909   489   546   480   592 0.85 | transcript=PVW1_130032400_t1 | gene=PVW1_130032400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1210572-1212698(-) | protein_length=708 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478831.1         -            188 1444at5820           -           1093   8.8e-13   45.5   0.1   1   1   1.6e-15   1.1e-12   45.3   0.1   852   945    42   137    39   173 0.88 | transcript=PVW1_080015900_t1 | gene=PVW1_080015900 | organism=Plasmodium_vivax_PvW1 | gene_product=Ankyrin-repeat protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBH4] | transcript_product=Ankyrin-repeat protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBH4] | location=CAJZCX010000009:520383-522129(+) | protein_length=188 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476718.1         -            800 1444at5820           -           1093   6.2e-12   42.7   4.2   1   2    0.0011      0.76    6.0   0.0    84   134   346   398   331   408 0.71 | transcript=PVW1_090020400_t1 | gene=PVW1_090020400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:726260-729852(+) | protein_length=800 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476718.1         -            800 1444at5820           -           1093   6.2e-12   42.7   4.2   2   2   4.3e-13   2.9e-10   37.2   1.2   317   413   514   608   491   686 0.90 | transcript=PVW1_090020400_t1 | gene=PVW1_090020400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:726260-729852(+) | protein_length=800 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
