#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9477581.1         -           1073 2366at5820           -            702  3.7e-293  972.7  57.7   1   9   1.8e-44   1.1e-40  138.2   0.8     1    95     4   111     4   115 0.86 | transcript=PVW1_110014400_t1 | gene=PVW1_110014400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:376347-379568(-) | protein_length=1073 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477581.1         -           1073 2366at5820           -            702  3.7e-293  972.7  57.7   2   9   5.7e-58   3.5e-54  182.8   0.0    81   192   126   240   121   242 0.95 | transcript=PVW1_110014400_t1 | gene=PVW1_110014400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:376347-379568(-) | protein_length=1073 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477581.1         -           1073 2366at5820           -            702  3.7e-293  972.7  57.7   3   9   8.8e-23   5.4e-19   66.5   0.8   193   243   277   327   272   338 0.87 | transcript=PVW1_110014400_t1 | gene=PVW1_110014400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:376347-379568(-) | protein_length=1073 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477581.1         -           1073 2366at5820           -            702  3.7e-293  972.7  57.7   4   9     4e-36   2.4e-32  110.6   6.5   238   309   372   443   349   446 0.89 | transcript=PVW1_110014400_t1 | gene=PVW1_110014400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:376347-379568(-) | protein_length=1073 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477581.1         -           1073 2366at5820           -            702  3.7e-293  972.7  57.7   5   9   1.9e-07    0.0012   15.8   0.1   310   342   467   512   463   522 0.75 | transcript=PVW1_110014400_t1 | gene=PVW1_110014400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:376347-379568(-) | protein_length=1073 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477581.1         -           1073 2366at5820           -            702  3.7e-293  972.7  57.7   6   9   9.5e-78   5.8e-74  248.2  12.0   339   498   566   747   562   751 0.89 | transcript=PVW1_110014400_t1 | gene=PVW1_110014400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:376347-379568(-) | protein_length=1073 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477581.1         -           1073 2366at5820           -            702  3.7e-293  972.7  57.7   7   9   5.4e-31   3.3e-27   93.7   0.0   495   567   777   851   770   854 0.95 | transcript=PVW1_110014400_t1 | gene=PVW1_110014400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:376347-379568(-) | protein_length=1073 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477581.1         -           1073 2366at5820           -            702  3.7e-293  972.7  57.7   8   9   1.2e-28   7.1e-25   86.0   0.1   565   648   885   989   882   998 0.85 | transcript=PVW1_110014400_t1 | gene=PVW1_110014400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:376347-379568(-) | protein_length=1073 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477581.1         -           1073 2366at5820           -            702  3.7e-293  972.7  57.7   9   9   5.6e-19   3.4e-15   54.0   0.0   652   702  1016  1069   999  1069 0.91 | transcript=PVW1_110014400_t1 | gene=PVW1_110014400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:376347-379568(-) | protein_length=1073 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2366at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2366at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2366at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:35:22 2026
# [ok]
