#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9479736.1         -           1453 2730at5820           -            759  1.8e-280  931.4  40.2   1  11   4.6e-16   2.8e-12   44.6   0.1     1    46    13    58    13    62 0.95 | transcript=PVW1_050017100_t1 | gene=PVW1_050017100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:546524-551310(-) | protein_length=1453 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479736.1         -           1453 2730at5820           -            759  1.8e-280  931.4  40.2   2  11   4.9e-20     3e-16   57.7   0.0    44   101   120   177   108   189 0.91 | transcript=PVW1_050017100_t1 | gene=PVW1_050017100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:546524-551310(-) | protein_length=1453 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479736.1         -           1453 2730at5820           -            759  1.8e-280  931.4  40.2   3  11   4.2e-05      0.26    8.3   0.0    96   132   222   260   217   267 0.85 | transcript=PVW1_050017100_t1 | gene=PVW1_050017100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:546524-551310(-) | protein_length=1453 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479736.1         -           1453 2730at5820           -            759  1.8e-280  931.4  40.2   4  11   1.3e-12   7.6e-09   33.2   0.0   122   181   325   384   302   389 0.85 | transcript=PVW1_050017100_t1 | gene=PVW1_050017100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:546524-551310(-) | protein_length=1453 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479736.1         -           1453 2730at5820           -            759  1.8e-280  931.4  40.2   5  11   2.9e-20   1.7e-16   58.5   0.1   181   250   427   504   420   507 0.81 | transcript=PVW1_050017100_t1 | gene=PVW1_050017100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:546524-551310(-) | protein_length=1453 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479736.1         -           1453 2730at5820           -            759  1.8e-280  931.4  40.2   6  11   2.1e-09   1.3e-05   22.6   0.0   253   297   559   610   555   618 0.86 | transcript=PVW1_050017100_t1 | gene=PVW1_050017100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:546524-551310(-) | protein_length=1453 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479736.1         -           1453 2730at5820           -            759  1.8e-280  931.4  40.2   7  11   5.7e-05      0.35    7.9   0.0   297   327   677   708   671   717 0.87 | transcript=PVW1_050017100_t1 | gene=PVW1_050017100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:546524-551310(-) | protein_length=1453 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479736.1         -           1453 2730at5820           -            759  1.8e-280  931.4  40.2   8  11   7.7e-23   4.7e-19   67.0   0.0   310   387   776   855   765   857 0.83 | transcript=PVW1_050017100_t1 | gene=PVW1_050017100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:546524-551310(-) | protein_length=1453 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479736.1         -           1453 2730at5820           -            759  1.8e-280  931.4  40.2   9  11    0.0081        49    0.8   0.0   401   436   946   980   933   985 0.77 | transcript=PVW1_050017100_t1 | gene=PVW1_050017100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:546524-551310(-) | protein_length=1453 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479736.1         -           1453 2730at5820           -            759  1.8e-280  931.4  40.2  10  11   1.7e-50   1.1e-46  158.4   8.9   429   536  1062  1178  1034  1181 0.85 | transcript=PVW1_050017100_t1 | gene=PVW1_050017100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:546524-551310(-) | protein_length=1453 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479736.1         -           1453 2730at5820           -            759  1.8e-280  931.4  40.2  11  11  4.5e-147  2.8e-143  477.8   8.1   533   759  1203  1430  1201  1430 0.99 | transcript=PVW1_050017100_t1 | gene=PVW1_050017100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:546524-551310(-) | protein_length=1453 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
