#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9479108.1         -           2387 279at5820            -           1909         0 4087.6 110.9   1   6         0         0 1485.6   4.0     1   621     1   633     1   693 0.96 | transcript=PVW1_080027400_t1 | gene=PVW1_080027400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1022033-1029196(-) | protein_length=2387 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479108.1         -           2387 279at5820            -           1909         0 4087.6 110.9   2   6  7.6e-280  9.3e-277  920.1   9.2   632  1033   705  1120   698  1125 0.99 | transcript=PVW1_080027400_t1 | gene=PVW1_080027400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1022033-1029196(-) | protein_length=2387 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479108.1         -           2387 279at5820            -           1909         0 4087.6 110.9   3   6     0.001       1.2    4.5   0.0  1030  1051  1178  1199  1171  1214 0.86 | transcript=PVW1_080027400_t1 | gene=PVW1_080027400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1022033-1029196(-) | protein_length=2387 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479108.1         -           2387 279at5820            -           1909         0 4087.6 110.9   4   6  6.3e-196  7.6e-193  641.8  14.7  1056  1372  1252  1584  1239  1599 0.92 | transcript=PVW1_080027400_t1 | gene=PVW1_080027400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1022033-1029196(-) | protein_length=2387 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479108.1         -           2387 279at5820            -           1909         0 4087.6 110.9   5   6    2e-279  2.4e-276  918.7  27.9  1360  1825  1760  2272  1737  2272 0.94 | transcript=PVW1_080027400_t1 | gene=PVW1_080027400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1022033-1029196(-) | protein_length=2387 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479108.1         -           2387 279at5820            -           1909         0 4087.6 110.9   6   6   3.3e-56     4e-53  178.6  34.9  1781  1909  2242  2387  2242  2387 0.82 | transcript=PVW1_080027400_t1 | gene=PVW1_080027400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1022033-1029196(-) | protein_length=2387 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473419.1         -           1934 279at5820            -           1909  6.7e-228  758.1  40.8   1   5   4.7e-21   5.7e-18   62.0  12.0    17   190    57   240    50   251 0.79 | transcript=PVW1_120040000_t1 | gene=PVW1_120040000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1459705-1466058(+) | protein_length=1934 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473419.1         -           1934 279at5820            -           1909  6.7e-228  758.1  40.8   2   5   5.3e-42   6.4e-39  131.4   0.1   266   443   265   445   239   450 0.92 | transcript=PVW1_120040000_t1 | gene=PVW1_120040000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1459705-1466058(+) | protein_length=1934 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473419.1         -           1934 279at5820            -           1909  6.7e-228  758.1  40.8   3   5  5.5e-128  6.6e-125  416.6   3.8   456   934   503   976   488   986 0.94 | transcript=PVW1_120040000_t1 | gene=PVW1_120040000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1459705-1466058(+) | protein_length=1934 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473419.1         -           1934 279at5820            -           1909  6.7e-228  758.1  40.8   4   5   3.2e-26   3.8e-23   79.1   0.1  1133  1230  1429  1524  1404  1575 0.88 | transcript=PVW1_120040000_t1 | gene=PVW1_120040000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1459705-1466058(+) | protein_length=1934 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473419.1         -           1934 279at5820            -           1909  6.7e-228  758.1  40.8   5   5   5.6e-28   6.8e-25   84.9   1.7  1424  1565  1775  1915  1760  1929 0.93 | transcript=PVW1_120040000_t1 | gene=PVW1_120040000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1459705-1466058(+) | protein_length=1934 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475017.1         -           2731 279at5820            -           1909  5.2e-141  469.9  21.2   1   6   4.6e-11   5.6e-08   28.8   1.4    17   120    12   119     5   154 0.79 | transcript=PVW1_100048600_t1 | gene=PVW1_100048600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1980010-1988504(+) | protein_length=2731 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475017.1         -           2731 279at5820            -           1909  5.2e-141  469.9  21.2   2   6   9.6e-50   1.2e-46  157.1   0.5   317   584   557   833   532   837 0.84 | transcript=PVW1_100048600_t1 | gene=PVW1_100048600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1980010-1988504(+) | protein_length=2731 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
