#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9480418.1         -           3257 150at5820            -           2276         0 3450.1 296.6   1   8    1e-116    2e-113  378.7  48.1    13   434   130   702   127   725 0.78 | transcript=PVW1_070016300_t1 | gene=PVW1_070016300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:580102-590031(+) | protein_length=3257 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480418.1         -           3257 150at5820            -           2276         0 3450.1 296.6   2   8   2.3e-34   4.7e-31  105.5   5.2   428   536   743   883   736   885 0.81 | transcript=PVW1_070016300_t1 | gene=PVW1_070016300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:580102-590031(+) | protein_length=3257 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480418.1         -           3257 150at5820            -           2276         0 3450.1 296.6   3   8   7.2e-26   1.5e-22   77.4   2.1   536   631   935  1052   925  1057 0.77 | transcript=PVW1_070016300_t1 | gene=PVW1_070016300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:580102-590031(+) | protein_length=3257 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480418.1         -           3257 150at5820            -           2276         0 3450.1 296.6   4   8  6.8e-301  1.4e-297  989.6  81.4   631  1231  1118  1766  1114  1818 0.91 | transcript=PVW1_070016300_t1 | gene=PVW1_070016300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:580102-590031(+) | protein_length=3257 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480418.1         -           3257 150at5820            -           2276         0 3450.1 296.6   5   8   2.7e-46   5.4e-43  145.1   3.5  1222  1325  1820  1933  1808  1938 0.91 | transcript=PVW1_070016300_t1 | gene=PVW1_070016300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:580102-590031(+) | protein_length=3257 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480418.1         -           3257 150at5820            -           2276         0 3450.1 296.6   6   8         0         0 1450.1  64.2  1323  2027  2050  2764  2044  2780 0.98 | transcript=PVW1_070016300_t1 | gene=PVW1_070016300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:580102-590031(+) | protein_length=3257 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480418.1         -           3257 150at5820            -           2276         0 3450.1 296.6   7   8   6.7e-56   1.4e-52  177.0  17.8  2030  2148  2905  3025  2866  3049 0.89 | transcript=PVW1_070016300_t1 | gene=PVW1_070016300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:580102-590031(+) | protein_length=3257 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480418.1         -           3257 150at5820            -           2276         0 3450.1 296.6   8   8     4e-51     8e-48  161.2  19.3  2148  2276  3076  3215  3042  3215 0.88 | transcript=PVW1_070016300_t1 | gene=PVW1_070016300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:580102-590031(+) | protein_length=3257 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483432.1         -           2536 150at5820            -           2276  1.5e-256  853.4 182.9   1   4       1.1   2.3e+03   -6.2   4.4   243   316   249   334   242   362 0.63 | transcript=PVW1_030021200_t1 | gene=PVW1_030021200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:741845-750535(-) | protein_length=2536 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483432.1         -           2536 150at5820            -           2276  1.5e-256  853.4 182.9   2   4         3   6.1e+03   -9.4   9.3   474   632   540   706   529   775 0.56 | transcript=PVW1_030021200_t1 | gene=PVW1_030021200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:741845-750535(-) | protein_length=2536 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483432.1         -           2536 150at5820            -           2276  1.5e-256  853.4 182.9   3   4   1.3e-99   2.7e-96  321.9  90.2   634  1296   792  1502   781  1513 0.85 | transcript=PVW1_030021200_t1 | gene=PVW1_030021200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:741845-750535(-) | protein_length=2536 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483432.1         -           2536 150at5820            -           2276  1.5e-256  853.4 182.9   4   4  9.6e-168  1.9e-164  547.9  84.7  1353  2236  1517  2414  1505  2460 0.86 | transcript=PVW1_030021200_t1 | gene=PVW1_030021200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:741845-750535(-) | protein_length=2536 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475462.1         -           3294 150at5820            -           2276   8.6e-63  210.8 218.2   1   9   5.1e-24     1e-20   71.2  30.0   597   948   609   973   569   983 0.75 | transcript=PVW1_130014100_t1 | gene=PVW1_130014100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:413552-423702(+) | protein_length=3294 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
