#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9477161.1         -            690 3953at5820           -            537  1.6e-272  903.5  74.6   1   4   4.5e-07   0.00069   16.9   0.1     1    18     1    18     1    44 0.77 | transcript=PVW1_090043200_t1 | gene=PVW1_090043200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1667959-1670031(+) | protein_length=690 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477161.1         -            690 3953at5820           -            537  1.6e-272  903.5  74.6   2   4   4.9e-24   7.4e-21   72.9   4.5     8    95    76   176    69   184 0.76 | transcript=PVW1_090043200_t1 | gene=PVW1_090043200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1667959-1670031(+) | protein_length=690 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477161.1         -            690 3953at5820           -            537  1.6e-272  903.5  74.6   3   4   8.3e-80   1.3e-76  257.0  12.5    93   236   197   341   195   348 0.97 | transcript=PVW1_090043200_t1 | gene=PVW1_090043200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1667959-1670031(+) | protein_length=690 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477161.1         -            690 3953at5820           -            537  1.6e-272  903.5  74.6   4   4  4.2e-175  6.4e-172  571.5  37.4   233   537   364   688   350   688 0.93 | transcript=PVW1_090043200_t1 | gene=PVW1_090043200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1667959-1670031(+) | protein_length=690 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475647.1         -            149 3953at5820           -            537   3.8e-08   31.0   0.1   1   2   7.4e-05      0.11    9.6   0.0   345   405    12    71     1    81 0.87 | transcript=PVW1_130022200_t1 | gene=PVW1_130022200 | organism=Plasmodium_vivax_PvW1 | gene_product=Calmodulin, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H332] | transcript_product=Calmodulin, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H332] | location=CAJZCX010000006:788817-789814(+) | protein_length=149 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475647.1         -            149 3953at5820           -            537   3.8e-08   31.0   0.1   2   2   5.4e-08   8.3e-05   20.0   0.1   345   405    85   144    73   147 0.90 | transcript=PVW1_130022200_t1 | gene=PVW1_130022200 | organism=Plasmodium_vivax_PvW1 | gene_product=Calmodulin, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H332] | transcript_product=Calmodulin, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H332] | location=CAJZCX010000006:788817-789814(+) | protein_length=149 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481600.1         -            179 3953at5820           -            537    0.0035   14.6   2.9   1   2   2.3e-06    0.0035   14.6   2.9   345   405    39    98    23   108 0.90 | transcript=PVW1_060019200_t1 | gene=PVW1_060019200 | organism=Plasmodium_vivax_PvW1 | gene_product=Centrin-3, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9P9] | transcript_product=Centrin-3, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9P9] | location=CAJZCX010000012:616855-618255(-) | protein_length=179 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481600.1         -            179 3953at5820           -            537    0.0035   14.6   2.9   2   2     0.011        17    2.4   0.6   346   405   113   171   100   177 0.85 | transcript=PVW1_060019200_t1 | gene=PVW1_060019200 | organism=Plasmodium_vivax_PvW1 | gene_product=Centrin-3, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9P9] | transcript_product=Centrin-3, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9P9] | location=CAJZCX010000012:616855-618255(-) | protein_length=179 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476647.1         -            344 3953at5820           -            537    0.0042   14.3  14.4   1   2   1.2e-05     0.019   12.2   1.0   347   403    65   120    57   132 0.86 | transcript=PVW1_090014500_t1 | gene=PVW1_090014500 | organism=Plasmodium_vivax_PvW1 | gene_product=Endoplasmic reticulum-resident calcium binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCQ6] | transcript_product=Endoplasmic reticulum-resident calcium binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCQ6] | location=CAJZCX010000007:505379-506413(-) | protein_length=344 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476647.1         -            344 3953at5820           -            537    0.0042   14.3  14.4   2   2   0.00077       1.2    6.3   6.8   336   407   167   238   123   249 0.75 | transcript=PVW1_090014500_t1 | gene=PVW1_090014500 | organism=Plasmodium_vivax_PvW1 | gene_product=Endoplasmic reticulum-resident calcium binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCQ6] | transcript_product=Endoplasmic reticulum-resident calcium binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCQ6] | location=CAJZCX010000007:505379-506413(-) | protein_length=344 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
