#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9479668.1         -           1670 2206at5820           -            834         0 1239.9 103.8   1   9  6.4e-102   1.9e-98  329.2  14.2     4   182   151   329   149   338 0.98 | transcript=PVW1_050011700_t1 | gene=PVW1_050011700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:331221-336434(+) | protein_length=1670 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479668.1         -           1670 2206at5820           -            834         0 1239.9 103.8   2   9  2.5e-141  7.5e-138  459.6  19.8   177   437   379   650   370   659 0.95 | transcript=PVW1_050011700_t1 | gene=PVW1_050011700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:331221-336434(+) | protein_length=1670 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479668.1         -           1670 2206at5820           -            834         0 1239.9 103.8   3   9   3.2e-09   9.8e-06   22.5   0.6   421   467   725   770   674   775 0.81 | transcript=PVW1_050011700_t1 | gene=PVW1_050011700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:331221-336434(+) | protein_length=1670 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479668.1         -           1670 2206at5820           -            834         0 1239.9 103.8   4   9       0.3   9.2e+02   -3.9   0.8   199   225   892   918   888   920 0.77 | transcript=PVW1_050011700_t1 | gene=PVW1_050011700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:331221-336434(+) | protein_length=1670 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479668.1         -           1670 2206at5820           -            834         0 1239.9 103.8   5   9   4.8e-50   1.5e-46  157.6   2.4   466   573   962  1074   954  1076 0.93 | transcript=PVW1_050011700_t1 | gene=PVW1_050011700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:331221-336434(+) | protein_length=1670 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479668.1         -           1670 2206at5820           -            834         0 1239.9 103.8   6   9     0.012        35    0.8   0.0   573   588  1142  1157  1130  1171 0.86 | transcript=PVW1_050011700_t1 | gene=PVW1_050011700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:331221-336434(+) | protein_length=1670 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479668.1         -           1670 2206at5820           -            834         0 1239.9 103.8   7   9   1.8e-12   5.5e-09   33.3   0.4   585   620  1256  1291  1252  1293 0.94 | transcript=PVW1_050011700_t1 | gene=PVW1_050011700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:331221-336434(+) | protein_length=1670 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479668.1         -           1670 2206at5820           -            834         0 1239.9 103.8   8   9   5.7e-40   1.7e-36  124.2  14.3   623   748  1368  1519  1315  1527 0.79 | transcript=PVW1_050011700_t1 | gene=PVW1_050011700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:331221-336434(+) | protein_length=1670 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479668.1         -           1670 2206at5820           -            834         0 1239.9 103.8   9   9   3.9e-46   1.2e-42  144.6   0.6   734   834  1569  1670  1562  1670 0.95 | transcript=PVW1_050011700_t1 | gene=PVW1_050011700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:331221-336434(+) | protein_length=1670 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484014.1         -            226 2206at5820           -            834    0.0006   16.6   4.3   1   1   2.4e-07   0.00073   16.3   4.3    84   174    69   165    54   174 0.74 | transcript=PVW1_020014700_t1 | gene=PVW1_020014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:439841-440521(+) | protein_length=226 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2206at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2206at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2206at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:34:30 2026
# [ok]
