#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9484231.1         -           1693 742at5820            -           1341         0 2548.3  53.9   1   3   1.4e-28   2.1e-25   87.1   0.6     1    65     1    65     1    86 0.92 | transcript=PVW1_020021100_t1 | gene=PVW1_020021100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:712661-717742(+) | protein_length=1693 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484231.1         -           1693 742at5820            -           1341         0 2548.3  53.9   2   3         0         0 1219.3  19.3    71   698   120   890   104   899 0.93 | transcript=PVW1_020021100_t1 | gene=PVW1_020021100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:712661-717742(+) | protein_length=1693 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484231.1         -           1693 742at5820            -           1341         0 2548.3  53.9   3   3         0         0 1251.4  19.7   694  1341   923  1693   909  1693 0.96 | transcript=PVW1_020021100_t1 | gene=PVW1_020021100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:712661-717742(+) | protein_length=1693 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475143.1         -           1914 742at5820            -           1341   4.3e-39  132.4  58.5   1   6      0.34   5.2e+02   -3.7   3.0    24   118    25   115    18   123 0.62 | transcript=PVW1_100054100_t1 | gene=PVW1_100054100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2203476-2209401(-) | protein_length=1914 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475143.1         -           1914 742at5820            -           1341   4.3e-39  132.4  58.5   2   6     0.073   1.1e+02   -1.5   0.2   186   215   322   351   317   377 0.73 | transcript=PVW1_100054100_t1 | gene=PVW1_100054100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2203476-2209401(-) | protein_length=1914 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475143.1         -           1914 742at5820            -           1341   4.3e-39  132.4  58.5   3   6   3.3e-24     5e-21   72.6  14.6   287   622   378   752   333   766 0.81 | transcript=PVW1_100054100_t1 | gene=PVW1_100054100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2203476-2209401(-) | protein_length=1914 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475143.1         -           1914 742at5820            -           1341   4.3e-39  132.4  58.5   4   6   4.2e-12   6.4e-09   32.5   0.2   767   890  1176  1303  1170  1360 0.79 | transcript=PVW1_100054100_t1 | gene=PVW1_100054100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2203476-2209401(-) | protein_length=1914 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475143.1         -           1914 742at5820            -           1341   4.3e-39  132.4  58.5   5   6   7.8e-13   1.2e-09   34.9   0.1   923  1026  1508  1609  1486  1613 0.76 | transcript=PVW1_100054100_t1 | gene=PVW1_100054100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2203476-2209401(-) | protein_length=1914 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475143.1         -           1914 742at5820            -           1341   4.3e-39  132.4  58.5   6   6   3.3e-06     0.005   12.9  14.8  1089  1281  1613  1816  1609  1821 0.66 | transcript=PVW1_100054100_t1 | gene=PVW1_100054100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2203476-2209401(-) | protein_length=1914 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484056.1         -           1196 742at5820            -           1341   4.6e-16   56.1  25.0   1   4   1.5e-08   2.3e-05   20.7   4.9   300   619    55   370    24   389 0.65 | transcript=PVW1_020016200_t1 | gene=PVW1_020016200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:502528-506482(+) | protein_length=1196 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484056.1         -           1196 742at5820            -           1341   4.6e-16   56.1  25.0   2   4   2.6e-06    0.0039   13.3   0.0   826   882   731   787   653   793 0.88 | transcript=PVW1_020016200_t1 | gene=PVW1_020016200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:502528-506482(+) | protein_length=1196 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484056.1         -           1196 742at5820            -           1341   4.6e-16   56.1  25.0   3   4   1.6e-13   2.5e-10   37.1   0.2   977  1062   851   939   828   945 0.68 | transcript=PVW1_020016200_t1 | gene=PVW1_020016200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:502528-506482(+) | protein_length=1196 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484056.1         -           1196 742at5820            -           1341   4.6e-16   56.1  25.0   4   4       2.4   3.7e+03   -6.5   4.2  1176  1308  1109  1164  1088  1181 0.52 | transcript=PVW1_020016200_t1 | gene=PVW1_020016200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:502528-506482(+) | protein_length=1196 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475515.1         -           1353 742at5820            -           1341   1.5e-11   41.2   7.8   1   3    0.0017       2.6    4.0   4.9   484   628   396   549   218   562 0.46 | transcript=PVW1_130017900_t1 | gene=PVW1_130017900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:598541-602602(-) | protein_length=1353 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475515.1         -           1353 742at5820            -           1341   1.5e-11   41.2   7.8   2   3    0.0036       5.5    2.9   0.0   834   881   820   867   754   871 0.65 | transcript=PVW1_130017900_t1 | gene=PVW1_130017900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:598541-602602(-) | protein_length=1353 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
