#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9480731.1         -            845 3532at5820           -            596  7.3e-276  915.1  75.1   1   4   3.9e-14   2.9e-11   41.3   5.2     1    38     1    39     1    42 0.93 | transcript=PVW1_070036400_t1 | gene=PVW1_070036400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1351915-1354452(-) | protein_length=845 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480731.1         -            845 3532at5820           -            596  7.3e-276  915.1  75.1   2   4   4.9e-58   3.7e-55  186.2   0.7    30   130   113   213    96   218 0.94 | transcript=PVW1_070036400_t1 | gene=PVW1_070036400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1351915-1354452(-) | protein_length=845 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480731.1         -            845 3532at5820           -            596  7.3e-276  915.1  75.1   3   4  2.5e-132  1.9e-129  431.6  28.1   128   413   243   576   235   581 0.91 | transcript=PVW1_070036400_t1 | gene=PVW1_070036400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1351915-1354452(-) | protein_length=845 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480731.1         -            845 3532at5820           -            596  7.3e-276  915.1  75.1   4   4   4.9e-81   3.7e-78  262.2  18.6   403   596   605   842   596   842 0.85 | transcript=PVW1_070036400_t1 | gene=PVW1_070036400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1351915-1354452(-) | protein_length=845 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476892.1         -            547 3532at5820           -            596   4.2e-21   73.8   1.2   1   3   3.2e-16   2.4e-13   48.1   0.5    38   107   100   177    71   185 0.72 | transcript=PVW1_090028600_t1 | gene=PVW1_090028600 | organism=Plasmodium_vivax_PvW1 | gene_product=Tr-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCS3] | transcript_product=Tr-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCS3] | location=CAJZCX010000007:1083295-1085201(+) | protein_length=547 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476892.1         -            547 3532at5820           -            596   4.2e-21   73.8   1.2   2   3     9e-09   6.9e-06   23.5   0.0   152   241   189   284   182   308 0.82 | transcript=PVW1_090028600_t1 | gene=PVW1_090028600 | organism=Plasmodium_vivax_PvW1 | gene_product=Tr-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCS3] | transcript_product=Tr-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCS3] | location=CAJZCX010000007:1083295-1085201(+) | protein_length=547 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476892.1         -            547 3532at5820           -            596   4.2e-21   73.8   1.2   3   3       1.1     8e+02   -3.1   0.1   151   504   443   488   405   501 0.45 | transcript=PVW1_090028600_t1 | gene=PVW1_090028600 | organism=Plasmodium_vivax_PvW1 | gene_product=Tr-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCS3] | transcript_product=Tr-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCS3] | location=CAJZCX010000007:1083295-1085201(+) | protein_length=547 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477696.1         -            443 3532at5820           -            596   5.8e-21   73.3   0.1   1   2   1.9e-13   1.4e-10   39.0   0.0    46   107     7    73     4    81 0.89 | transcript=PVW1_110020300_t1 | gene=PVW1_110020300 | organism=Plasmodium_vivax_PvW1 | gene_product=Elongation factor 1-alpha [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF35] | transcript_product=Elongation factor 1-alpha [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF35] | location=CAJZCX010000008:659037-660368(-) | protein_length=443 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477696.1         -            443 3532at5820           -            596   5.8e-21   73.3   0.1   2   2     2e-11   1.5e-08   32.3   0.0   156   240    89   177    84   195 0.84 | transcript=PVW1_110020300_t1 | gene=PVW1_110020300 | organism=Plasmodium_vivax_PvW1 | gene_product=Elongation factor 1-alpha [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF35] | transcript_product=Elongation factor 1-alpha [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF35] | location=CAJZCX010000008:659037-660368(-) | protein_length=443 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477697.1         -            443 3532at5820           -            596   5.8e-21   73.3   0.1   1   2   1.9e-13   1.4e-10   39.0   0.0    46   107     7    73     4    81 0.89 | transcript=PVW1_110020400_t1 | gene=PVW1_110020400 | organism=Plasmodium_vivax_PvW1 | gene_product=Elongation factor 1-alpha [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF35] | transcript_product=Elongation factor 1-alpha [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF35] | location=CAJZCX010000008:661781-663112(+) | protein_length=443 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477697.1         -            443 3532at5820           -            596   5.8e-21   73.3   0.1   2   2     2e-11   1.5e-08   32.3   0.0   156   240    89   177    84   195 0.84 | transcript=PVW1_110020400_t1 | gene=PVW1_110020400 | organism=Plasmodium_vivax_PvW1 | gene_product=Elongation factor 1-alpha [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF35] | transcript_product=Elongation factor 1-alpha [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF35] | location=CAJZCX010000008:661781-663112(+) | protein_length=443 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
