#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9473212.1         -            928 3403at5820           -            757         0 1409.5  72.5   1   2         0         0 1036.8  32.2     3   528    20   573    18   586 0.96 | transcript=PVW1_120025200_t1 | gene=PVW1_120025200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:909398-912184(-) | protein_length=928 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473212.1         -            928 3403at5820           -            757         0 1409.5  72.5   2   2  1.4e-116  1.7e-113  378.7  32.3   522   753   617   854   611   857 0.95 | transcript=PVW1_120025200_t1 | gene=PVW1_120025200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:909398-912184(-) | protein_length=928 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480544.1         -            652 3403at5820           -            757   1.6e-41  140.8  16.5   1   2   1.5e-05     0.018   11.6   0.0     9    80    30   100    25   111 0.84 | transcript=PVW1_070022900_t1 | gene=PVW1_070022900 | organism=Plasmodium_vivax_PvW1 | gene_product=Endoplasmic reticulum chaperone BiP, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GV65] | transcript_product=Endoplasmic reticulum chaperone BiP, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GV65] | location=CAJZCX010000011:813362-815778(+) | protein_length=652 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480544.1         -            652 3403at5820           -            757   1.6e-41  140.8  16.5   2   2   6.5e-40   7.9e-37  125.2  16.3   120   645   116   626   110   632 0.84 | transcript=PVW1_070022900_t1 | gene=PVW1_070022900 | organism=Plasmodium_vivax_PvW1 | gene_product=Endoplasmic reticulum chaperone BiP, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GV65] | transcript_product=Endoplasmic reticulum chaperone BiP, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GV65] | location=CAJZCX010000011:813362-815778(+) | protein_length=652 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479795.1         -            690 3403at5820           -            757   1.5e-34  117.7   5.5   1   2   0.00013      0.15    8.6   0.0     9    85    17    92    11   101 0.88 | transcript=PVW1_050020400_t1 | gene=PVW1_050020400 | organism=Plasmodium_vivax_PvW1 | gene_product=Heat shock protein 70 [Source:UniProtKB/TrEMBL;Acc:Q2VG87] | transcript_product=Heat shock protein 70 [Source:UniProtKB/TrEMBL;Acc:Q2VG87] | location=CAJZCX010000010:672840-674912(-) | protein_length=690 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479795.1         -            690 3403at5820           -            757   1.5e-34  117.7   5.5   2   2   1.5e-34   1.9e-31  107.5   4.2   177   648   153   622   109   626 0.81 | transcript=PVW1_050020400_t1 | gene=PVW1_050020400 | organism=Plasmodium_vivax_PvW1 | gene_product=Heat shock protein 70 [Source:UniProtKB/TrEMBL;Acc:Q2VG87] | transcript_product=Heat shock protein 70 [Source:UniProtKB/TrEMBL;Acc:Q2VG87] | location=CAJZCX010000010:672840-674912(-) | protein_length=690 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484808.1         -            887 3403at5820           -            757     5e-27   92.8  40.3   1   3   7.7e-05     0.094    9.3   0.2     8    79     2    72     1    91 0.82 | transcript=PVW1_010013200_t1 | gene=PVW1_010013200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:408344-411007(+) | protein_length=887 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484808.1         -            887 3403at5820           -            757     5e-27   92.8  40.3   2   3     9e-21   1.1e-17   61.9   7.5   178   440   141   428   134   515 0.76 | transcript=PVW1_010013200_t1 | gene=PVW1_010013200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:408344-411007(+) | protein_length=887 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484808.1         -            887 3403at5820           -            757     5e-27   92.8  40.3   3   3   8.7e-11   1.1e-07   28.9  19.3   566   754   642   831   622   835 0.74 | transcript=PVW1_010013200_t1 | gene=PVW1_010013200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:408344-411007(+) | protein_length=887 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477067.1         -            663 3403at5820           -            757   8.9e-24   82.1  13.2   1   2     0.019        23    1.3   0.1     6    93    40   127    36   133 0.86 | transcript=PVW1_090039300_t1 | gene=PVW1_090039300 | organism=Plasmodium_vivax_PvW1 | gene_product=Heat shock protein 70, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HD23] | transcript_product=Heat shock protein 70, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HD23] | location=CAJZCX010000007:1491404-1493395(+) | protein_length=663 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477067.1         -            663 3403at5820           -            757   8.9e-24   82.1  13.2   2   2   3.6e-26   4.4e-23   79.8   9.5   178   589   177   578   153   638 0.76 | transcript=PVW1_090039300_t1 | gene=PVW1_090039300 | organism=Plasmodium_vivax_PvW1 | gene_product=Heat shock protein 70, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HD23] | transcript_product=Heat shock protein 70, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HD23] | location=CAJZCX010000007:1491404-1493395(+) | protein_length=663 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3403at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3403at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3403at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:36:43 2026
# [ok]
