#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9479979.1         -           1971 1258at5820           -           1250         0 1416.6 101.4   1  11   5.8e-21   3.5e-17   59.8   7.9     1    65     2    66     2    76 0.93 | transcript=PVW1_050035400_t1 | gene=PVW1_050035400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1301438-1308213(-) | protein_length=1971 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479979.1         -           1971 1258at5820           -           1250         0 1416.6 101.4   2  11  4.4e-108  2.6e-104  348.4  22.9    49   350   135   483    90   495 0.83 | transcript=PVW1_050035400_t1 | gene=PVW1_050035400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1301438-1308213(-) | protein_length=1971 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479979.1         -           1971 1258at5820           -           1250         0 1416.6 101.4   3  11   7.1e-19   4.3e-15   52.9   0.4   350   395   515   560   507   566 0.93 | transcript=PVW1_050035400_t1 | gene=PVW1_050035400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1301438-1308213(-) | protein_length=1971 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479979.1         -           1971 1258at5820           -           1250         0 1416.6 101.4   4  11   3.2e-48     2e-44  150.1   2.7   391   538   675   845   670   851 0.83 | transcript=PVW1_050035400_t1 | gene=PVW1_050035400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1301438-1308213(-) | protein_length=1971 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479979.1         -           1971 1258at5820           -           1250         0 1416.6 101.4   5  11   5.3e-10   3.2e-06   23.5   0.0   533   593   863   928   856   942 0.78 | transcript=PVW1_050035400_t1 | gene=PVW1_050035400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1301438-1308213(-) | protein_length=1971 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479979.1         -           1971 1258at5820           -           1250         0 1416.6 101.4   6  11   2.6e-05      0.16    8.0   0.9   576   609   940   973   935   977 0.87 | transcript=PVW1_050035400_t1 | gene=PVW1_050035400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1301438-1308213(-) | protein_length=1971 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479979.1         -           1971 1258at5820           -           1250         0 1416.6 101.4   7  11   1.6e-34   9.5e-31  104.7   8.0   604   714   995  1116   985  1123 0.87 | transcript=PVW1_050035400_t1 | gene=PVW1_050035400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1301438-1308213(-) | protein_length=1971 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479979.1         -           1971 1258at5820           -           1250         0 1416.6 101.4   8  11   1.9e-52   1.1e-48  164.1   0.0   720   845  1148  1285  1135  1290 0.93 | transcript=PVW1_050035400_t1 | gene=PVW1_050035400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1301438-1308213(-) | protein_length=1971 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479979.1         -           1971 1258at5820           -           1250         0 1416.6 101.4   9  11   2.1e-20   1.3e-16   57.9   0.0   848   903  1372  1428  1368  1438 0.93 | transcript=PVW1_050035400_t1 | gene=PVW1_050035400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1301438-1308213(-) | protein_length=1971 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479979.1         -           1971 1258at5820           -           1250         0 1416.6 101.4  10  11  4.7e-110  2.9e-106  354.9   1.5   903  1158  1544  1827  1541  1829 0.91 | transcript=PVW1_050035400_t1 | gene=PVW1_050035400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1301438-1308213(-) | protein_length=1971 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479979.1         -           1971 1258at5820           -           1250         0 1416.6 101.4  11  11   2.6e-40   1.6e-36  123.9   4.0  1159  1250  1866  1971  1863  1971 0.89 | transcript=PVW1_050035400_t1 | gene=PVW1_050035400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1301438-1308213(-) | protein_length=1971 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1258at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
