#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9476231.1         -           6643 43at5820             -           4310         0 7751.6 609.5   1  26  1.3e-172  1.1e-169  564.6  41.2     1   272     1   274     1   278 0.99 | transcript=PVW1_130046700_t1 | gene=PVW1_130046700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1835535-1855639(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476231.1         -           6643 43at5820             -           4310         0 7751.6 609.5   2  26   3.6e-38   3.1e-35  118.3   3.1   266   336   503   573   495   581 0.94 | transcript=PVW1_130046700_t1 | gene=PVW1_130046700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1835535-1855639(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476231.1         -           6643 43at5820             -           4310         0 7751.6 609.5   3  26  1.8e-141  1.6e-138  461.2  30.5   329   589   649   916   643   922 0.96 | transcript=PVW1_130046700_t1 | gene=PVW1_130046700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1835535-1855639(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476231.1         -           6643 43at5820             -           4310         0 7751.6 609.5   4  26  1.8e-249  1.5e-246  819.7  31.9   585   978   958  1359   949  1371 0.98 | transcript=PVW1_130046700_t1 | gene=PVW1_130046700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1835535-1855639(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476231.1         -           6643 43at5820             -           4310         0 7751.6 609.5   5  26   1.4e-71   1.2e-68  229.2  10.7   977  1108  1393  1524  1381  1531 0.94 | transcript=PVW1_130046700_t1 | gene=PVW1_130046700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1835535-1855639(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476231.1         -           6643 43at5820             -           4310         0 7751.6 609.5   6  26   6.8e-60   5.9e-57  190.4   4.9  1104  1208  1555  1665  1551  1671 0.94 | transcript=PVW1_130046700_t1 | gene=PVW1_130046700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1835535-1855639(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476231.1         -           6643 43at5820             -           4310         0 7751.6 609.5   7  26   2.7e-73   2.3e-70  234.9  38.2  1213  1399  1881  2136  1878  2150 0.80 | transcript=PVW1_130046700_t1 | gene=PVW1_130046700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1835535-1855639(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476231.1         -           6643 43at5820             -           4310         0 7751.6 609.5   8  26   1.1e-22   9.7e-20   66.9   3.3  1395  1442  2172  2219  2167  2222 0.95 | transcript=PVW1_130046700_t1 | gene=PVW1_130046700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1835535-1855639(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476231.1         -           6643 43at5820             -           4310         0 7751.6 609.5   9  26     1e-85     9e-83  276.1  18.0  1439  1586  2339  2486  2315  2503 0.92 | transcript=PVW1_130046700_t1 | gene=PVW1_130046700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1835535-1855639(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476231.1         -           6643 43at5820             -           4310         0 7751.6 609.5  10  26  1.2e-192    1e-189  631.1  35.3  1583  1933  2526  2925  2523  2946 0.91 | transcript=PVW1_130046700_t1 | gene=PVW1_130046700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1835535-1855639(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476231.1         -           6643 43at5820             -           4310         0 7751.6 609.5  11  26   4.2e-09   3.6e-06   21.9   4.3  1923  1952  2983  3012  2968  3017 0.85 | transcript=PVW1_130046700_t1 | gene=PVW1_130046700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1835535-1855639(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476231.1         -           6643 43at5820             -           4310         0 7751.6 609.5  12  26   4.1e-54   3.6e-51  171.2  11.4  1948  2051  3067  3174  3027  3190 0.83 | transcript=PVW1_130046700_t1 | gene=PVW1_130046700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1835535-1855639(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476231.1         -           6643 43at5820             -           4310         0 7751.6 609.5  13  26   5.7e-32     5e-29   97.7  23.7  2053  2125  3245  3317  3232  3361 0.87 | transcript=PVW1_130046700_t1 | gene=PVW1_130046700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1835535-1855639(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476231.1         -           6643 43at5820             -           4310         0 7751.6 609.5  14  26   4.4e-60   3.8e-57  191.1  29.1  2070  2236  3323  3498  3318  3502 0.83 | transcript=PVW1_130046700_t1 | gene=PVW1_130046700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1835535-1855639(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476231.1         -           6643 43at5820             -           4310         0 7751.6 609.5  15  26     1e-53   8.8e-51  169.9   7.1  2233  2331  3535  3633  3531  3639 0.96 | transcript=PVW1_130046700_t1 | gene=PVW1_130046700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1835535-1855639(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476231.1         -           6643 43at5820             -           4310         0 7751.6 609.5  16  26   1.9e-56   1.6e-53  179.0   8.7  2331  2429  3704  3802  3696  3820 0.96 | transcript=PVW1_130046700_t1 | gene=PVW1_130046700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1835535-1855639(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476231.1         -           6643 43at5820             -           4310         0 7751.6 609.5  17  26   4.6e-34     4e-31  104.7   1.8  2427  2500  3865  3939  3861  3944 0.94 | transcript=PVW1_130046700_t1 | gene=PVW1_130046700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1835535-1855639(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476231.1         -           6643 43at5820             -           4310         0 7751.6 609.5  18  26    2e-121  1.8e-118  394.6  15.9  2496  2681  3994  4179  3979  4185 0.97 | transcript=PVW1_130046700_t1 | gene=PVW1_130046700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1835535-1855639(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476231.1         -           6643 43at5820             -           4310         0 7751.6 609.5  19  26   9.5e-60   8.3e-57  190.0   1.2  2676  2790  4205  4327  4187  4332 0.91 | transcript=PVW1_130046700_t1 | gene=PVW1_130046700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1835535-1855639(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476231.1         -           6643 43at5820             -           4310         0 7751.6 609.5  20  26  8.4e-170  7.3e-167  555.2  21.6  2778  3061  4436  4743  4428  4746 0.93 | transcript=PVW1_130046700_t1 | gene=PVW1_130046700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1835535-1855639(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476231.1         -           6643 43at5820             -           4310         0 7751.6 609.5  21  26  3.1e-136  2.7e-133  443.8  16.6  3057  3291  4872  5115  4858  5127 0.93 | transcript=PVW1_130046700_t1 | gene=PVW1_130046700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1835535-1855639(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476231.1         -           6643 43at5820             -           4310         0 7751.6 609.5  22  26   1.8e-71   1.6e-68  228.8   0.7  3284  3414  5174  5325  5166  5333 0.90 | transcript=PVW1_130046700_t1 | gene=PVW1_130046700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1835535-1855639(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476231.1         -           6643 43at5820             -           4310         0 7751.6 609.5  23  26  1.9e-220  1.6e-217  723.4  48.0  3410  3830  5397  5886  5386  5907 0.88 | transcript=PVW1_130046700_t1 | gene=PVW1_130046700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1835535-1855639(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476231.1         -           6643 43at5820             -           4310         0 7751.6 609.5  24  26    0.0088       7.7    0.9   0.0  3825  3851  5953  5981  5944  5989 0.82 | transcript=PVW1_130046700_t1 | gene=PVW1_130046700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1835535-1855639(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476231.1         -           6643 43at5820             -           4310         0 7751.6 609.5  25  26    2e-123  1.8e-120  401.3  17.3  3852  4081  6051  6315  6027  6323 0.89 | transcript=PVW1_130046700_t1 | gene=PVW1_130046700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1835535-1855639(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476231.1         -           6643 43at5820             -           4310         0 7751.6 609.5  26  26  1.2e-128  1.1e-125  418.6   2.4  4083  4310  6407  6643  6393  6643 0.93 | transcript=PVW1_130046700_t1 | gene=PVW1_130046700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1835535-1855639(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479181.1         -            256 43at5820             -           4310      0.27    5.7  23.2   1   1   0.00042      0.37    5.2  23.2  3543  3654   129   247    95   252 0.64 | transcript=PVW1_080031200_t1 | gene=PVW1_080031200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1198130-1198900(-) | protein_length=256 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471845.1         -            539 43at5820             -           4310      0.71    4.3  21.3   1   1    0.0012       1.1    3.7  21.3  3605  3647   145   182    95   197 0.60 | transcript=PVW1_140013000_t1 | gene=PVW1_140013000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:387137-389119(-) | protein_length=539 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473424.1         -            969 43at5820             -           4310       1.4    3.4   9.4   1   1    0.0021       1.9    2.9   9.4  3607  3634   266   293   247   332 0.67 | transcript=PVW1_120040400_t1 | gene=PVW1_120040400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1476549-1479458(+) | protein_length=969 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481570.1         -           1785 43at5820             -           4310       1.5    3.2  15.2   1   1    0.0023         2    2.8  15.2  3609  3652  1263  1307  1227  1325 0.69 | transcript=PVW1_060018500_t1 | gene=PVW1_060018500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:592170-597527(-) | protein_length=1785 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
