#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9477084.1         -           1568 813at5820            -           1226         0 2357.8  76.0   1   4         0         0 1238.6  48.5     1   700    53   847    53   860 0.92 | transcript=PVW1_090040000_t1 | gene=PVW1_090040000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1535049-1539903(-) | protein_length=1568 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477084.1         -           1568 813at5820            -           1226         0 2357.8  76.0   2   4  3.4e-105  6.9e-102  340.3   0.9   710   871   961  1128   956  1139 0.96 | transcript=PVW1_090040000_t1 | gene=PVW1_090040000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1535049-1539903(-) | protein_length=1568 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477084.1         -           1568 813at5820            -           1226         0 2357.8  76.0   3   4  3.7e-103  7.6e-100  333.5   0.1   868  1029  1158  1326  1148  1332 0.94 | transcript=PVW1_090040000_t1 | gene=PVW1_090040000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1535049-1539903(-) | protein_length=1568 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477084.1         -           1568 813at5820            -           1226         0 2357.8  76.0   4   4  1.8e-139  3.7e-136  453.8   7.5  1029  1226  1371  1568  1362  1568 0.99 | transcript=PVW1_090040000_t1 | gene=PVW1_090040000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1535049-1539903(-) | protein_length=1568 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475421.1         -           1433 813at5820            -           1226  4.7e-109  364.0  30.2   1   5   5.2e-12     1e-08   31.6  13.3    42   209   229   397   206   612 0.81 | transcript=PVW1_130012300_t1 | gene=PVW1_130012300 | organism=Plasmodium_vivax_PvW1 | gene_product=DNA-directed RNA polymerase subunit beta [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2W7] | transcript_product=DNA-directed RNA polymerase subunit beta [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2W7] | location=CAJZCX010000006:332950-337251(-) | protein_length=1433 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475421.1         -           1433 813at5820            -           1226  4.7e-109  364.0  30.2   2   5   1.2e-12   2.5e-09   33.7   0.0   476   640   663   819   638   829 0.70 | transcript=PVW1_130012300_t1 | gene=PVW1_130012300 | organism=Plasmodium_vivax_PvW1 | gene_product=DNA-directed RNA polymerase subunit beta [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2W7] | transcript_product=DNA-directed RNA polymerase subunit beta [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2W7] | location=CAJZCX010000006:332950-337251(-) | protein_length=1433 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475421.1         -           1433 813at5820            -           1226  4.7e-109  364.0  30.2   3   5   1.5e-33   3.1e-30  102.9   0.1   713   864   855  1009   838  1014 0.91 | transcript=PVW1_130012300_t1 | gene=PVW1_130012300 | organism=Plasmodium_vivax_PvW1 | gene_product=DNA-directed RNA polymerase subunit beta [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2W7] | transcript_product=DNA-directed RNA polymerase subunit beta [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2W7] | location=CAJZCX010000006:332950-337251(-) | protein_length=1433 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475421.1         -           1433 813at5820            -           1226  4.7e-109  364.0  30.2   4   5   5.4e-31   1.1e-27   94.5   0.0   920  1005  1181  1271  1129  1275 0.81 | transcript=PVW1_130012300_t1 | gene=PVW1_130012300 | organism=Plasmodium_vivax_PvW1 | gene_product=DNA-directed RNA polymerase subunit beta [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2W7] | transcript_product=DNA-directed RNA polymerase subunit beta [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2W7] | location=CAJZCX010000006:332950-337251(-) | protein_length=1433 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475421.1         -           1433 813at5820            -           1226  4.7e-109  364.0  30.2   5   5   3.5e-35   7.1e-32  108.3   1.6  1040  1154  1274  1388  1267  1431 0.96 | transcript=PVW1_130012300_t1 | gene=PVW1_130012300 | organism=Plasmodium_vivax_PvW1 | gene_product=DNA-directed RNA polymerase subunit beta [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2W7] | transcript_product=DNA-directed RNA polymerase subunit beta [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2W7] | location=CAJZCX010000006:332950-337251(-) | protein_length=1433 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482438.1         -           1346 813at5820            -           1226  1.2e-106  356.0  19.7   1   5   3.4e-09   6.9e-06   22.3   0.0    44   184    48   211    37   228 0.78 | transcript=PVW1_040015400_t1 | gene=PVW1_040015400 | organism=Plasmodium_vivax_PvW1 | gene_product=DNA-directed RNA polymerase subunit beta [Source:UniProtKB/TrEMBL;Acc:A0A1G4GSM4] | transcript_product=DNA-directed RNA polymerase subunit beta [Source:UniProtKB/TrEMBL;Acc:A0A1G4GSM4] | location=CAJZCX010000013:468387-472535(-) | protein_length=1346 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482438.1         -           1346 813at5820            -           1226  1.2e-106  356.0  19.7   2   5   3.7e-09   7.5e-06   22.1   0.0   472   540   488   558   456   571 0.72 | transcript=PVW1_040015400_t1 | gene=PVW1_040015400 | organism=Plasmodium_vivax_PvW1 | gene_product=DNA-directed RNA polymerase subunit beta [Source:UniProtKB/TrEMBL;Acc:A0A1G4GSM4] | transcript_product=DNA-directed RNA polymerase subunit beta [Source:UniProtKB/TrEMBL;Acc:A0A1G4GSM4] | location=CAJZCX010000013:468387-472535(-) | protein_length=1346 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
