#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9473189.1         -           5506 48at5820             -           4172         0 7601.2 192.8   1  10         0         0 1065.7  28.4     1   549     1   632     1   653 0.89 | transcript=PVW1_120023000_t1 | gene=PVW1_120023000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:801629-818240(-) | protein_length=5506 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473189.1         -           5506 48at5820             -           4172         0 7601.2 192.8   2  10  5.4e-178  3.3e-174  579.4   0.5   553   852   692  1039   678  1046 0.97 | transcript=PVW1_120023000_t1 | gene=PVW1_120023000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:801629-818240(-) | protein_length=5506 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473189.1         -           5506 48at5820             -           4172         0 7601.2 192.8   3  10  2.3e-118  1.4e-114  381.5   9.2   846  1057  1085  1328  1078  1335 0.95 | transcript=PVW1_120023000_t1 | gene=PVW1_120023000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:801629-818240(-) | protein_length=5506 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473189.1         -           5506 48at5820             -           4172         0 7601.2 192.8   4  10  4.3e-151  2.6e-147  490.2  21.1  1075  1344  1486  1826  1391  1826 0.92 | transcript=PVW1_120023000_t1 | gene=PVW1_120023000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:801629-818240(-) | protein_length=5506 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473189.1         -           5506 48at5820             -           4172         0 7601.2 192.8   5  10  6.8e-221  4.1e-217  721.8   2.3  1371  1779  1824  2285  1824  2310 0.91 | transcript=PVW1_120023000_t1 | gene=PVW1_120023000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:801629-818240(-) | protein_length=5506 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473189.1         -           5506 48at5820             -           4172         0 7601.2 192.8   6  10         0         0 1087.0  37.3  1787  2447  2365  3267  2349  3275 0.91 | transcript=PVW1_120023000_t1 | gene=PVW1_120023000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:801629-818240(-) | protein_length=5506 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473189.1         -           5506 48at5820             -           4172         0 7601.2 192.8   7  10   8.7e-55   5.3e-51  170.5   0.0  2453  2563  3349  3458  3332  3514 0.79 | transcript=PVW1_120023000_t1 | gene=PVW1_120023000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:801629-818240(-) | protein_length=5506 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473189.1         -           5506 48at5820             -           4172         0 7601.2 192.8   8  10         0         0 1418.5  14.2  2563  3330  3555  4447  3529  4451 0.93 | transcript=PVW1_120023000_t1 | gene=PVW1_120023000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:801629-818240(-) | protein_length=5506 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473189.1         -           5506 48at5820             -           4172         0 7601.2 192.8   9  10  4.5e-190  2.7e-186  619.5   2.8  3330  3683  4496  4946  4493  4957 0.94 | transcript=PVW1_120023000_t1 | gene=PVW1_120023000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:801629-818240(-) | protein_length=5506 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473189.1         -           5506 48at5820             -           4172         0 7601.2 192.8  10  10         0         0 1113.1  13.1  3690  4171  5012  5502  4998  5503 0.98 | transcript=PVW1_120023000_t1 | gene=PVW1_120023000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:801629-818240(-) | protein_length=5506 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/48at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/48at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/48at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:39:36 2026
# [ok]
