#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9477756.1         -           6591 54at5820             -           3125         0 4181.8 655.3   1  23   4.3e-25   1.3e-21   73.7  21.2    26   175   264   474   237   490 0.68 | transcript=PVW1_110025300_t1 | gene=PVW1_110025300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:864596-885254(-) | protein_length=6591 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477756.1         -           6591 54at5820             -           3125         0 4181.8 655.3   2  23   1.3e-80   3.8e-77  257.9  11.1   171   361   622   811   615   830 0.89 | transcript=PVW1_110025300_t1 | gene=PVW1_110025300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:864596-885254(-) | protein_length=6591 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477756.1         -           6591 54at5820             -           3125         0 4181.8 655.3   3  23  2.8e-118  8.6e-115  382.9  37.2   318   564   956  1221   940  1248 0.82 | transcript=PVW1_110025300_t1 | gene=PVW1_110025300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:864596-885254(-) | protein_length=6591 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477756.1         -           6591 54at5820             -           3125         0 4181.8 655.3   4  23   1.4e-99   4.2e-96  320.9  37.3   566   772  1299  1510  1282  1534 0.85 | transcript=PVW1_110025300_t1 | gene=PVW1_110025300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:864596-885254(-) | protein_length=6591 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477756.1         -           6591 54at5820             -           3125         0 4181.8 655.3   5  23  2.3e-240  7.1e-237  787.9  89.3   726  1099  1545  1922  1532  1936 0.92 | transcript=PVW1_110025300_t1 | gene=PVW1_110025300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:864596-885254(-) | protein_length=6591 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477756.1         -           6591 54at5820             -           3125         0 4181.8 655.3   6  23   1.4e-40   4.1e-37  125.1   4.7  1092  1185  2116  2215  2108  2219 0.92 | transcript=PVW1_110025300_t1 | gene=PVW1_110025300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:864596-885254(-) | protein_length=6591 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477756.1         -           6591 54at5820             -           3125         0 4181.8 655.3   7  23   1.7e-25   5.2e-22   75.0   0.8  1186  1245  2277  2336  2274  2359 0.87 | transcript=PVW1_110025300_t1 | gene=PVW1_110025300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:864596-885254(-) | protein_length=6591 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477756.1         -           6591 54at5820             -           3125         0 4181.8 655.3   8  23   7.7e-67   2.3e-63  212.2  11.5  1255  1395  2422  2571  2419  2577 0.94 | transcript=PVW1_110025300_t1 | gene=PVW1_110025300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:864596-885254(-) | protein_length=6591 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477756.1         -           6591 54at5820             -           3125         0 4181.8 655.3   9  23     3e-20     9e-17   57.6   5.6  1379  1467  2709  2812  2682  2835 0.71 | transcript=PVW1_110025300_t1 | gene=PVW1_110025300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:864596-885254(-) | protein_length=6591 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477756.1         -           6591 54at5820             -           3125         0 4181.8 655.3  10  23   3.1e-33   9.4e-30  100.7  13.5  1407  1624  2912  3154  2872  3215 0.74 | transcript=PVW1_110025300_t1 | gene=PVW1_110025300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:864596-885254(-) | protein_length=6591 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477756.1         -           6591 54at5820             -           3125         0 4181.8 655.3  11  23         2   6.1e+03  -12.8  11.6  1595  1682  3440  3529  3434  3543 0.61 | transcript=PVW1_110025300_t1 | gene=PVW1_110025300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:864596-885254(-) | protein_length=6591 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
