#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9483571.1         -           1247 3072at5820           -            710         0 1058.6  57.2   1   7  7.8e-170  1.6e-166  554.2   9.9     1   241    28   268    28   291 0.97 | transcript=PVW1_030028000_t1 | gene=PVW1_030028000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:982174-985917(-) | protein_length=1247 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483571.1         -           1247 3072at5820           -            710         0 1058.6  57.2   2   7  2.1e-104  4.2e-101  338.0   3.4   235   414   301   480   294   487 0.96 | transcript=PVW1_030028000_t1 | gene=PVW1_030028000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:982174-985917(-) | protein_length=1247 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483571.1         -           1247 3072at5820           -            710         0 1058.6  57.2   3   7   1.3e-13   2.5e-10   37.9   0.0   413   456   550   593   538   614 0.86 | transcript=PVW1_030028000_t1 | gene=PVW1_030028000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:982174-985917(-) | protein_length=1247 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483571.1         -           1247 3072at5820           -            710         0 1058.6  57.2   4   7   6.1e-13   1.2e-09   35.6   3.6   470   575   785   897   733   919 0.63 | transcript=PVW1_030028000_t1 | gene=PVW1_030028000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:982174-985917(-) | protein_length=1247 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483571.1         -           1247 3072at5820           -            710         0 1058.6  57.2   5   7     8e-10   1.6e-06   25.3   0.4   566   631   996  1064   984  1096 0.79 | transcript=PVW1_030028000_t1 | gene=PVW1_030028000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:982174-985917(-) | protein_length=1247 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483571.1         -           1247 3072at5820           -            710         0 1058.6  57.2   6   7    0.0073        15    2.3   0.1   616   650  1107  1139  1101  1152 0.81 | transcript=PVW1_030028000_t1 | gene=PVW1_030028000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:982174-985917(-) | protein_length=1247 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483571.1         -           1247 3072at5820           -            710         0 1058.6  57.2   7   7   3.5e-29   7.1e-26   89.3   4.8   656   710  1193  1247  1186  1247 0.95 | transcript=PVW1_030028000_t1 | gene=PVW1_030028000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:982174-985917(-) | protein_length=1247 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483264.1         -            638 3072at5820           -            710   1.1e-13   49.0  26.8   1   2   9.3e-10   1.9e-06   25.1   0.0    66   191    76   197     1   204 0.78 | transcript=PVW1_030014900_t1 | gene=PVW1_030014900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:483543-485459(-) | protein_length=638 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483264.1         -            638 3072at5820           -            710   1.1e-13   49.0  26.8   2   2   1.1e-06    0.0023   14.8  27.6   243   370   200   311   190   513 0.62 | transcript=PVW1_030014900_t1 | gene=PVW1_030014900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:483543-485459(-) | protein_length=638 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482715.1         -           1477 3072at5820           -            710   2.4e-06   24.7   1.6   1   5   6.9e-06     0.014   12.3   1.2    45   108    72   139    68   145 0.83 | transcript=PVW1_040025600_t1 | gene=PVW1_040025600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:882242-886675(+) | protein_length=1477 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482715.1         -           1477 3072at5820           -            710   2.4e-06   24.7   1.6   2   5      0.22   4.5e+02   -2.6   0.4   513   560   319   365   242   397 0.67 | transcript=PVW1_040025600_t1 | gene=PVW1_040025600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:882242-886675(+) | protein_length=1477 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482715.1         -           1477 3072at5820           -            710   2.4e-06   24.7   1.6   3   5      0.88   1.8e+03   -4.6   8.3   413   536   500   624   482   656 0.44 | transcript=PVW1_040025600_t1 | gene=PVW1_040025600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:882242-886675(+) | protein_length=1477 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482715.1         -           1477 3072at5820           -            710   2.4e-06   24.7   1.6   4   5   1.2e-09   2.4e-06   24.7   1.6   126   193  1131  1198  1112  1213 0.80 | transcript=PVW1_040025600_t1 | gene=PVW1_040025600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:882242-886675(+) | protein_length=1477 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
