#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9475589.1         -           1645 1254at5820           -           1057         0 1818.3 155.2   1   8   1.2e-27   2.4e-24   83.8   5.6     1    74    30   113    30   119 0.88 | transcript=PVW1_130020300_t1 | gene=PVW1_130020300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:690190-695401(-) | protein_length=1645 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475589.1         -           1645 1254at5820           -           1057         0 1818.3 155.2   2   8   1.6e-16   3.2e-13   47.0   0.1    71   114   194   241   189   272 0.85 | transcript=PVW1_130020300_t1 | gene=PVW1_130020300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:690190-695401(-) | protein_length=1645 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475589.1         -           1645 1254at5820           -           1057         0 1818.3 155.2   3   8  1.7e-275  3.5e-272  904.4  59.6    84   589   316   838   305   843 0.93 | transcript=PVW1_130020300_t1 | gene=PVW1_130020300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:690190-695401(-) | protein_length=1645 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475589.1         -           1645 1254at5820           -           1057         0 1818.3 155.2   4   8   3.8e-52   7.7e-49  164.9  15.5   581   694   964  1081   956  1084 0.93 | transcript=PVW1_130020300_t1 | gene=PVW1_130020300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:690190-695401(-) | protein_length=1645 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475589.1         -           1645 1254at5820           -           1057         0 1818.3 155.2   5   8   1.4e-09   2.8e-06   24.0   0.0   686   720  1105  1140  1099  1143 0.84 | transcript=PVW1_130020300_t1 | gene=PVW1_130020300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:690190-695401(-) | protein_length=1645 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475589.1         -           1645 1254at5820           -           1057         0 1818.3 155.2   6   8   1.5e-79   3.1e-76  255.6  14.1   720   854  1184  1318  1181  1331 0.96 | transcript=PVW1_130020300_t1 | gene=PVW1_130020300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:690190-695401(-) | protein_length=1645 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475589.1         -           1645 1254at5820           -           1057         0 1818.3 155.2   7   8   3.3e-15   6.7e-12   42.6   0.7   854   894  1406  1446  1396  1451 0.86 | transcript=PVW1_130020300_t1 | gene=PVW1_130020300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:690190-695401(-) | protein_length=1645 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475589.1         -           1645 1254at5820           -           1057         0 1818.3 155.2   8   8    1e-100     2e-97  325.8  15.7   887  1057  1467  1638  1462  1638 0.97 | transcript=PVW1_130020300_t1 | gene=PVW1_130020300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:690190-695401(-) | protein_length=1645 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472343.1         -           2041 1254at5820           -           1057     8e-49  164.9 105.1   1   6   6.1e-28   1.2e-24   84.8  33.8   140   530   589   997   569  1012 0.79 | transcript=PVW1_140051700_t1 | gene=PVW1_140051700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2022711-2028989(+) | protein_length=2041 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472343.1         -           2041 1254at5820           -           1057     8e-49  164.9 105.1   2   6    0.0013       2.5    4.3  13.1   494   596  1030  1136   999  1175 0.66 | transcript=PVW1_140051700_t1 | gene=PVW1_140051700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2022711-2028989(+) | protein_length=2041 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472343.1         -           2041 1254at5820           -           1057     8e-49  164.9 105.1   3   6   9.3e-15   1.9e-11   41.1   8.2   593   659  1266  1331  1234  1370 0.75 | transcript=PVW1_140051700_t1 | gene=PVW1_140051700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2022711-2028989(+) | protein_length=2041 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472343.1         -           2041 1254at5820           -           1057     8e-49  164.9 105.1   4   6   2.4e-06    0.0049   13.3   0.1   696   741  1513  1559  1509  1565 0.90 | transcript=PVW1_140051700_t1 | gene=PVW1_140051700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2022711-2028989(+) | protein_length=2041 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472343.1         -           2041 1254at5820           -           1057     8e-49  164.9 105.1   5   6   1.5e-08   2.9e-05   20.6   4.6   743   802  1672  1733  1665  1790 0.79 | transcript=PVW1_140051700_t1 | gene=PVW1_140051700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2022711-2028989(+) | protein_length=2041 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472343.1         -           2041 1254at5820           -           1057     8e-49  164.9 105.1   6   6   1.7e-10   3.4e-07   27.0   9.3   892  1054  1855  2037  1847  2040 0.70 | transcript=PVW1_140051700_t1 | gene=PVW1_140051700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2022711-2028989(+) | protein_length=2041 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473638.1         -           1449 1254at5820           -           1057   6.8e-07   26.0  72.5   1   4         3   6.1e+03   -7.4   9.7   301   397    51   142    25   150 0.75 | transcript=PVW1_120056000_t1 | gene=PVW1_120056000 | organism=Plasmodium_vivax_PvW1 | gene_product=Potassium channel K2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H1P8] | transcript_product=Potassium channel K2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H1P8] | location=CAJZCX010000004:2149879-2154228(-) | protein_length=1449 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473638.1         -           1449 1254at5820           -           1057   6.8e-07   26.0  72.5   2   4   5.4e-10   1.1e-06   25.4  54.8   187   646   156   623   150   631 0.73 | transcript=PVW1_120056000_t1 | gene=PVW1_120056000 | organism=Plasmodium_vivax_PvW1 | gene_product=Potassium channel K2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H1P8] | transcript_product=Potassium channel K2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H1P8] | location=CAJZCX010000004:2149879-2154228(-) | protein_length=1449 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473638.1         -           1449 1254at5820           -           1057   6.8e-07   26.0  72.5   3   4     3e-07    0.0006   16.3   9.6   717   803  1183  1268  1160  1327 0.78 | transcript=PVW1_120056000_t1 | gene=PVW1_120056000 | organism=Plasmodium_vivax_PvW1 | gene_product=Potassium channel K2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H1P8] | transcript_product=Potassium channel K2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H1P8] | location=CAJZCX010000004:2149879-2154228(-) | protein_length=1449 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473638.1         -           1449 1254at5820           -           1057   6.8e-07   26.0  72.5   4   4      0.37   7.5e+02   -3.9  12.6   930  1052  1329  1448  1276  1449 0.75 | transcript=PVW1_120056000_t1 | gene=PVW1_120056000 | organism=Plasmodium_vivax_PvW1 | gene_product=Potassium channel K2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H1P8] | transcript_product=Potassium channel K2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H1P8] | location=CAJZCX010000004:2149879-2154228(-) | protein_length=1449 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1254at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1254at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1254at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:27:11 2026
# [ok]
