#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9476632.1         -           2057 2702at5820           -            961         0 1127.8 169.0   1  16      0.15   9.4e+02   -3.8   0.3     1    14     1    14     1    15 0.93 | transcript=PVW1_090013700_t1 | gene=PVW1_090013700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:462388-468719(-) | protein_length=2057 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476632.1         -           2057 2702at5820           -            961         0 1127.8 169.0   2  16   2.3e-28   1.4e-24   85.0   7.7     9   106    35   136    29   173 0.68 | transcript=PVW1_090013700_t1 | gene=PVW1_090013700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:462388-468719(-) | protein_length=2057 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476632.1         -           2057 2702at5820           -            961         0 1127.8 169.0   3  16    0.0092        56    0.2   0.7    77   105   141   172   110   198 0.74 | transcript=PVW1_090013700_t1 | gene=PVW1_090013700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:462388-468719(-) | protein_length=2057 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476632.1         -           2057 2702at5820           -            961         0 1127.8 169.0   4  16   0.00078       4.7    3.8   3.9   100   132   311   345   297   370 0.73 | transcript=PVW1_090013700_t1 | gene=PVW1_090013700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:462388-468719(-) | protein_length=2057 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476632.1         -           2057 2702at5820           -            961         0 1127.8 169.0   5  16   2.8e-12   1.7e-08   31.7   5.8    88   185   357   464   344   475 0.75 | transcript=PVW1_090013700_t1 | gene=PVW1_090013700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:462388-468719(-) | protein_length=2057 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476632.1         -           2057 2702at5820           -            961         0 1127.8 169.0   6  16   6.7e-57   4.1e-53  179.4   8.9   186   291   618   723   612   728 0.96 | transcript=PVW1_090013700_t1 | gene=PVW1_090013700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:462388-468719(-) | protein_length=2057 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476632.1         -           2057 2702at5820           -            961         0 1127.8 169.0   7  16   5.3e-22   3.2e-18   63.9   0.0   281   337   735   791   729   823 0.88 | transcript=PVW1_090013700_t1 | gene=PVW1_090013700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:462388-468719(-) | protein_length=2057 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476632.1         -           2057 2702at5820           -            961         0 1127.8 169.0   8  16  5.9e-103   3.6e-99  331.8  29.3   348   573   929  1175   903  1178 0.91 | transcript=PVW1_090013700_t1 | gene=PVW1_090013700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:462388-468719(-) | protein_length=2057 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476632.1         -           2057 2702at5820           -            961         0 1127.8 169.0   9  16   5.7e-12   3.4e-08   30.7   0.1   572   597  1244  1269  1242  1277 0.94 | transcript=PVW1_090013700_t1 | gene=PVW1_090013700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:462388-468719(-) | protein_length=2057 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476632.1         -           2057 2702at5820           -            961         0 1127.8 169.0  10  16   2.4e-13   1.4e-09   35.3   0.6   597   641  1306  1363  1302  1366 0.82 | transcript=PVW1_090013700_t1 | gene=PVW1_090013700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:462388-468719(-) | protein_length=2057 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476632.1         -           2057 2702at5820           -            961         0 1127.8 169.0  11  16   6.6e-10     4e-06   23.9   7.8   644   705  1414  1469  1409  1499 0.61 | transcript=PVW1_090013700_t1 | gene=PVW1_090013700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:462388-468719(-) | protein_length=2057 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
