#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9478768.1         -           2242 996at5820            -           1613         0 2327.7 116.1   1   3   8.9e-37   6.7e-34  115.2  22.8     1   232     1   371     1   388 0.81 | transcript=PVW1_080013000_t1 | gene=PVW1_080013000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:387500-394228(+) | protein_length=2242 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478768.1         -           2242 996at5820            -           1613         0 2327.7 116.1   2   3         0         0 2057.1  77.4   249  1508   458  2083   437  2093 0.85 | transcript=PVW1_080013000_t1 | gene=PVW1_080013000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:387500-394228(+) | protein_length=2242 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478768.1         -           2242 996at5820            -           1613         0 2327.7 116.1   3   3     4e-50   3.1e-47  159.4   1.0  1516  1611  2146  2241  2133  2242 0.93 | transcript=PVW1_080013000_t1 | gene=PVW1_080013000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:387500-394228(+) | protein_length=2242 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480629.1         -            448 996at5820            -           1613   6.3e-15   52.3   3.4   1   2   6.1e-11   4.6e-08   29.6   1.4   566   630   138   200   123   202 0.90 | transcript=PVW1_070030600_t1 | gene=PVW1_070030600 | organism=Plasmodium_vivax_PvW1 | gene_product=Histone deacetylase [Source:UniProtKB/TrEMBL;Acc:A0A1G4GVF2] | transcript_product=Histone deacetylase [Source:UniProtKB/TrEMBL;Acc:A0A1G4GVF2] | location=CAJZCX010000011:1115317-1116663(-) | protein_length=448 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480629.1         -            448 996at5820            -           1613   6.3e-15   52.3   3.4   2   2   5.7e-09   4.3e-06   23.0   0.0   746   819   202   275   200   280 0.96 | transcript=PVW1_070030600_t1 | gene=PVW1_070030600 | organism=Plasmodium_vivax_PvW1 | gene_product=Histone deacetylase [Source:UniProtKB/TrEMBL;Acc:A0A1G4GVF2] | transcript_product=Histone deacetylase [Source:UniProtKB/TrEMBL;Acc:A0A1G4GVF2] | location=CAJZCX010000011:1115317-1116663(-) | protein_length=448 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475075.1         -            443 996at5820            -           1613   2.3e-12   43.9   4.9   1   2   4.7e-15   3.5e-12   43.2   3.8   565   630   255   320   246   337 0.93 | transcript=PVW1_100051500_t1 | gene=PVW1_100051500 | organism=Plasmodium_vivax_PvW1 | gene_product=Hist_deacetyl domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HED9] | transcript_product=Hist_deacetyl domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HED9] | location=CAJZCX010000005:2092694-2094172(+) | protein_length=443 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475075.1         -            443 996at5820            -           1613   2.3e-12   43.9   4.9   2   2      0.14   1.1e+02   -1.5   0.0   796   851   360   414   341   415 0.83 | transcript=PVW1_100051500_t1 | gene=PVW1_100051500 | organism=Plasmodium_vivax_PvW1 | gene_product=Hist_deacetyl domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HED9] | transcript_product=Hist_deacetyl domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HED9] | location=CAJZCX010000005:2092694-2094172(+) | protein_length=443 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475034.1         -            264 996at5820            -           1613    0.0025   13.9  16.6   1   1   4.4e-06    0.0033   13.5  16.6    26   193    22   254    16   259 0.55 | transcript=PVW1_100049400_t1 | gene=PVW1_100049400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2021791-2022585(-) | protein_length=264 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476018.1         -            228 996at5820            -           1613    0.0026   13.8  15.6   1   1   3.7e-06    0.0028   13.7  15.6    17   149    25   162    14   221 0.63 | transcript=PVW1_130037600_t1 | gene=PVW1_130037600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1392291-1393842(-) | protein_length=228 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480655.1         -             99 996at5820            -           1613      0.57    6.1  25.5   1   1   0.00071      0.54    6.2  25.5   632   687     7    62     1    88 0.60 | transcript=PVW1_070032900_t1 | gene=PVW1_070032900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1214216-1214722(+) | protein_length=99 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474932.1         -            155 996at5820            -           1613      0.82    5.5  24.0   1   1    0.0013      0.95    5.3  24.0    65   155    39   133    23   146 0.34 | transcript=PVW1_100041400_t1 | gene=PVW1_100041400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1681178-1681961(-) | protein_length=155 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
