# BUSCO version is: 5.8.0 
# The lineage dataset is: plasmodium_odb10 (Creation date: 2024-01-08, number of genomes: 23, number of BUSCOs: 3642)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
0at5820	Missing
4at5820	Fragmented	GCA_040114635.1|PVP01_1022500|PVP01_1022500.1|unknown	3493.4	2439	https://v10-1.orthodb.org/?query=4at5820	Pseudouridine synthase, catalytic domain superfamily
17at5820	Fragmented	GCA_040114635.1|PVP01_1241000|PVP01_1241000.1|unknown	3315.4	1757	https://v10-1.orthodb.org/?query=17at5820	Dynein heavy chain
18at5820	Missing
19at5820	Fragmented	GCA_040114635.1|PVP01_1262900|PVP01_1262900.1|unknown	1416.8	1270	https://v10-1.orthodb.org/?query=19at5820	Immunoglobulin-like fold
24at5820	Complete	GCA_040114635.1|PVP01_0508200|PVP01_0508200.1|unknown	6781.2	3810	https://v10-1.orthodb.org/?query=24at5820	HECT domain
25at5820	Missing
27at5820	Missing
28at5820	Fragmented	GCA_040114635.1|PVP01_1404700|PVP01_1404700.1|unknown	2856.9	2218	https://v10-1.orthodb.org/?query=28at5820	Protein kinase-like domain superfamily
39at5820	Missing
40at5820	Complete	GCA_040114635.1|PVP01_1315000|PVP01_1315000.1|unknown	6114.0	4060	https://v10-1.orthodb.org/?query=40at5820	ATPase, dynein-related, AAA domain
41at5820	Missing
43at5820	Fragmented	GCA_040114635.1|PVP01_1340300|PVP01_1340300.1|unknown	4108.6	2181	https://v10-1.orthodb.org/?query=43at5820	Protein of unknown function DUF3638
44at5820	Fragmented	GCA_040114635.1|PVP01_0313800|PVP01_0313800.1|unknown	3022.9	1657	https://v10-1.orthodb.org/?query=44at5820	Dynein heavy chain
45at5820	Missing
48at5820	Missing
54at5820	Fragmented	GCA_040114635.1|PVP01_1119800|PVP01_1119800.1|unknown	1693.3	1065	https://v10-1.orthodb.org/?query=54at5820	SET domain
56at5820	Missing
59at5820	Fragmented	GCA_040114635.1|PVP01_1430700|PVP01_1430700.1|unknown	1430.8	1030	https://v10-1.orthodb.org/?query=59at5820	Peptidase C50, separase
65at5820	Complete	GCA_040114635.1|PVP01_1301600|PVP01_1301600.1|unknown	6479.0	3596	https://v10-1.orthodb.org/?query=65at5820	Dynein heavy chain
70at5820	Missing
71at5820	Fragmented	GCA_040114635.1|PVP01_1457900|PVP01_1457900.1|unknown	3011.7	2170	https://v10-1.orthodb.org/?query=71at5820	PowCR01_140059700
72at5820	Fragmented	GCA_040114635.1|PVP01_0606900|PVP01_0606900.1|unknown	1463.0	1015	https://v10-1.orthodb.org/?query=72at5820	Vacuolar protein sorting-associated protein 13, C-terminal
74at5820	Missing
83at5820	Missing
86at5820	Fragmented	GCA_040114635.1|PVP01_0526800|PVP01_0526800.1|unknown	738.1	749	https://v10-1.orthodb.org/?query=86at5820	PowCR01_050023700
90at5820	Missing
92at5820	Missing
99at5820	Missing
100at5820	Fragmented	GCA_040114635.1|PVP01_0939400|PVP01_0939400.1|unknown	2779.2	1465	https://v10-1.orthodb.org/?query=100at5820	P-type ATPase, C-terminal
101at5820	Fragmented	GCA_040114635.1|PVP01_1029200|PVP01_1029200.1|unknown	2984.9	2451	https://v10-1.orthodb.org/?query=101at5820	A0A077TKE7_PLACH
102at5820	Missing
108at5820	Fragmented	GCA_040114635.1|PVP01_0212100|PVP01_0212100.1|unknown	1386.5	1196	https://v10-1.orthodb.org/?query=108at5820	PowCR01_020013900
109at5820	Fragmented	GCA_040114635.1|PVP01_1409400|PVP01_1409400.1|unknown	1808.5	1280	https://v10-1.orthodb.org/?query=109at5820	PowCR01_140011200
118at5820	Fragmented	GCA_040114635.1|PVP01_0819800|PVP01_0819800.1|unknown	2363.4	1532	https://v10-1.orthodb.org/?query=118at5820	Oocyst capsule protein
121at5820	Fragmented	GCA_040114635.1|PVP01_1451700|PVP01_1451700.1|unknown	3701.6	2328	https://v10-1.orthodb.org/?query=121at5820	Zinc finger, UBR-type
123at5820	Missing
126at5820	Missing
132at5820	Missing
137at5820	Fragmented	GCA_040114635.1|PVP01_1441700|PVP01_1441700.1|unknown	1216.9	934	https://v10-1.orthodb.org/?query=137at5820	A0A1K9YNA1_PLAVI
142at5820	Fragmented	GCA_040114635.1|PVP01_1314200|PVP01_1314200.1|unknown	4198.5	1932	https://v10-1.orthodb.org/?query=142at5820	Glutamate synthase, alpha subunit, C-terminal
